healthtime,businessunit,numipaddr,activityflag
2012-02-03 20:00:00,region-37,5206,1
2012-02-03 20:15:00,region-37,5207,1
2012-02-03 20:30:00,region-37,5192,1
2012-02-03 20:45:00,region-37,5198,1
2012-02-03 21:00:00,region-37,5201,1
2012-02-03 21:15:00,region-37,5199,1
2012-02-03 21:30:00,region-37,5223,1
2012-02-03 21:45:00,region-37,5207,1
2012-02-03 22:00:00,region-37,5210,1
2012-02-03 22:15:00,region-37,5193,1
2012-02-03 22:30:00,region-37,5201,1
2012-02-03 22:45:00,region-37,5184,1
2012-02-03 23:00:00,region-37,5205,1
2012-02-03 23:15:00,region-37,5182,1
2012-02-03 23:30:00,region-37,5205,1
2012-02-03 23:45:00,region-37,5204,1
2012-02-04 00:00:00,region-37,5192,1
2012-02-04 00:15:00,region-37,5200,1
2012-02-04 00:30:00,region-37,5180,1
2012-02-04 00:45:00,region-37,5216,1
2012-02-04 01:00:00,region-37,5224,1
2012-02-04 01:15:00,region-37,5193,1
2012-02-04 01:30:00,region-37,5219,1
2012-02-04 01:45:00,region-37,5190,1
2012-02-04 02:00:00,region-37,4766,1
2012-02-04 02:15:00,region-37,4757,1
2012-02-04 02:30:00,region-37,4756,1
2012-02-04 02:45:00,region-37,4778,1
2012-02-04 03:00:00,region-37,4263,1
2012-02-04 03:15:00,region-37,4262,1
2012-02-04 03:30:00,region-37,4261,1
2012-02-04 03:45:00,region-37,4263,1
2012-02-04 04:00:00,region-37,4263,1
2012-02-04 04:15:00,region-37,4260,1
2012-02-04 04:30:00,region-37,4258,1
2012-02-04 04:45:00,region-37,4261,1
2012-02-04 05:00:00,region-37,4261,1
2012-02-04 05:15:00,region-37,4260,1
2012-02-04 05:30:00,region-37,4260,1
2012-02-04 05:45:00,region-37,4260,1
2012-02-04 06:00:00,region-37,4261,1
2012-02-04 06:15:00,region-37,4262,1
2012-02-04 06:30:00,region-37,4264,1
2012-02-04 06:45:00,region-37,4266,1
2012-02-04 07:00:00,region-37,4266,1
2012-02-04 07:15:00,region-37,4265,1
2012-02-04 07:30:00,region-37,4261,1
2012-02-04 07:45:00,region-37,4258,1
2012-02-04 08:00:00,region-37,4257,1
2012-02-02 08:15:00,region-38,4306,1
2012-02-02 08:30:00,region-38,4300,1
2012-02-02 08:45:00,region-38,4295,1
2012-02-02 09:00:00,region-38,4294,1
2012-02-02 09:15:00,region-38,4294,1
2012-02-02 09:30:00,region-38,4293,1
2012-02-02 09:45:00,region-38,4292,1
2012-02-02 10:00:00,region-38,4294,1
2012-02-02 10:15:00,region-38,4295,1
2012-02-02 10:30:00,region-38,4303,1
2012-02-02 10:45:00,region-38,4298,1
2012-02-02 11:00:00,region-38,4300,1
2012-02-02 11:15:00,region-38,4297,1
2012-02-02 11:30:00,region-38,4297,1
2012-02-02 11:45:00,region-38,4298,1
2012-02-02 12:00:00,region-38,4890,1
2012-02-02 12:15:00,region-38,4891,1
2012-02-02 12:30:00,region-38,4894,1
2012-02-02 12:45:00,region-38,4896,1
2012-02-02 13:00:00,region-38,5168,1
2012-02-02 13:15:00,region-38,5169,1
2012-02-02 13:30:00,region-38,5159,1
2012-02-02 13:45:00,region-38,5193,1
2012-02-02 14:00:00,region-38,5176,1
2012-02-02 14:15:00,region-38,5187,1
2012-02-02 14:30:00,region-38,5180,1
2012-02-02 14:45:00,region-38,5184,1
2012-02-02 15:00:00,region-38,5184,1
2012-02-02 15:15:00,region-38,5189,1
2012-02-02 15:30:00,region-38,5175,1
2012-02-02 15:45:00,region-38,5165,1
2012-02-02 16:00:00,region-38,5209,1
2012-02-02 16:15:00,region-38,5165,1
2012-02-02 16:30:00,region-38,5193,1
2012-02-02 16:45:00,region-38,5182,1
2012-02-02 17:00:00,region-38,5183,1
2012-02-02 17:15:00,region-38,5169,1
2012-02-02 17:30:00,region-38,5176,1
2012-02-02 17:45:00,region-38,5186,1
2012-02-02 18:00:00,region-38,5217,1
2012-02-02 18:15:00,region-38,5169,1
2012-02-02 18:30:00,region-38,5170,1
2012-02-02 18:45:00,region-38,5188,1
2012-02-02 19:00:00,region-38,5177,1
2012-02-02 19:15:00,region-38,5183,1
2012-02-02 19:30:00,region-38,5181,1
2012-02-02 19:45:00,region-38,5155,1
2012-02-02 20:00:00,region-38,5177,1
2012-02-02 20:15:00,region-38,5185,1
2012-02-02 20:30:00,region-38,5169,1
2012-02-02 20:45:00,region-38,5189,1
2012-02-02 21:00:00,region-38,5176,1
2012-02-02 21:15:00,region-38,5169,1
2012-02-02 21:30:00,region-38,5201,1
2012-02-02 21:45:00,region-38,5160,1
2012-02-02 22:00:00,region-38,5182,1
2012-02-02 22:15:00,region-38,5181,1
2012-02-02 22:30:00,region-38,5187,1
2012-02-02 22:45:00,region-38,5160,1
2012-02-02 23:00:00,region-38,4584,1
2012-02-02 23:15:00,region-38,4584,1
2012-02-02 23:30:00,region-38,4601,1
2012-02-02 23:45:00,region-38,4581,1
2012-02-03 00:00:00,region-38,4299,1
2012-02-03 00:15:00,region-38,4301,1
2012-02-03 00:30:00,region-38,4303,1
2012-02-03 00:45:00,region-38,4299,1
2012-02-03 01:00:00,region-38,4304,1
2012-02-03 01:15:00,region-38,4301,1
2012-02-03 01:30:00,region-38,4294,1
2012-02-03 01:45:00,region-38,4295,1
2012-02-03 02:00:00,region-38,4297,1
2012-02-03 02:15:00,region-38,4295,1
2012-02-03 02:30:00,region-38,4301,1
2012-02-03 02:45:00,region-38,4298,1
2012-02-03 03:00:00,region-38,4297,1
2012-02-03 03:15:00,region-38,4297,1
2012-02-03 03:30:00,region-38,4299,1
2012-02-03 03:45:00,region-38,4298,1
2012-02-03 04:00:00,region-38,4300,1
2012-02-03 04:15:00,region-38,4300,1
2012-02-03 04:30:00,region-38,4293,1
2012-02-03 04:45:00,region-38,4293,1
2012-02-03 05:00:00,region-38,4292,1
2012-02-03 05:15:00,region-38,4291,1
2012-02-03 05:30:00,region-38,4291,1
2012-02-03 05:45:00,region-38,4296,1
2012-02-03 06:00:00,region-38,4298,1
2012-02-03 06:15:00,region-38,4298,1
2012-02-03 06:30:00,region-38,4296,1
2012-02-03 06:45:00,region-38,4293,1
2012-02-03 07:00:00,region-38,4297,1
2012-02-03 07:15:00,region-38,4299,1
2012-02-03 07:30:00,region-38,4296,1
2012-02-03 07:45:00,region-38,4297,1
2012-02-03 08:00:00,region-38,4291,1
2012-02-03 08:15:00,region-38,4294,1
2012-02-03 08:30:00,region-38,4295,1
2012-02-03 08:45:00,region-38,4295,1
2012-02-03 09:00:00,region-38,4294,1
2012-02-03 09:15:00,region-38,4301,1
2012-02-03 09:30:00,region-38,4303,1
2012-02-03 09:45:00,region-38,4301,1
2012-02-03 10:00:00,region-38,4301,1
2012-02-03 10:15:00,region-38,4300,1
2012-02-03 10:30:00,region-38,4298,1
2012-02-03 10:45:00,region-38,4302,1
2012-02-03 11:00:00,region-38,4304,1
2012-02-03 11:15:00,region-38,4299,1
2012-02-03 11:30:00,region-38,4301,1
2012-02-03 11:45:00,region-38,4304,1
2012-02-03 12:00:00,region-38,4906,1
2012-02-03 12:15:00,region-38,4890,1
2012-02-03 12:30:00,region-38,4895,1
2012-02-03 12:45:00,region-38,4898,1
2012-02-03 13:00:00,region-38,5168,1
2012-02-03 13:15:00,region-38,5174,1
2012-02-03 13:30:00,region-38,5172,1
2012-02-03 13:45:00,region-38,5188,1
2012-02-03 14:00:00,region-38,5185,1
2012-02-03 14:15:00,region-38,5194,1
2012-02-03 14:30:00,region-38,5184,1
2012-02-03 14:45:00,region-38,5171,1
2012-02-03 15:00:00,region-38,5200,1
2012-02-03 15:15:00,region-38,5195,1
2012-02-03 15:30:00,region-38,5195,1
2012-02-03 15:45:00,region-38,5186,1
2012-02-03 16:00:00,region-38,5151,1
2012-02-03 16:15:00,region-38,5178,1
2012-02-03 16:30:00,region-38,5197,1
2012-02-03 16:45:00,region-38,5197,1
2012-02-03 17:00:00,region-38,5204,1
2012-02-03 17:15:00,region-38,5173,1
2012-02-03 17:30:00,region-38,5164,1
2012-02-03 17:45:00,region-38,5179,1
2012-02-03 18:00:00,region-38,5172,1
2012-02-03 18:15:00,region-38,5169,1
2012-02-03 18:30:00,region-38,5164,1
2012-02-03 18:45:00,region-38,5181,1
2012-02-03 19:00:00,region-38,5194,1
2012-02-03 19:15:00,region-38,5183,1
2012-02-03 19:30:00,region-38,5202,1
2012-02-03 19:45:00,region-38,5160,1
2012-02-03 20:00:00,region-38,5169,1
2012-02-03 20:15:00,region-38,5180,1
2012-02-03 20:30:00,region-38,5207,1
2012-02-03 20:45:00,region-38,5201,1
2012-02-03 21:00:00,region-38,5203,1
2012-02-03 21:15:00,region-38,5167,1
2012-02-03 21:30:00,region-38,5174,1
2012-02-03 21:45:00,region-38,5175,1
2012-02-03 22:00:00,region-38,5176,1
2012-02-03 22:15:00,region-38,5182,1
2012-02-03 22:30:00,region-38,5188,1
2012-02-03 22:45:00,region-38,5167,1
2012-02-03 23:00:00,region-38,4586,1
2012-02-03 23:15:00,region-38,4586,1
2012-02-03 23:30:00,region-38,4585,1
2012-02-03 23:45:00,region-38,4585,1
2012-02-04 00:00:00,region-38,4290,1
2012-02-04 00:15:00,region-38,4292,1
2012-02-04 00:30:00,region-38,4295,1
2012-02-04 00:45:00,region-38,4298,1
2012-02-04 01:00:00,region-38,4297,1
2012-02-04 01:15:00,region-38,4299,1
2012-02-04 01:30:00,region-38,4301,1
2012-02-04 01:45:00,region-38,4300,1
2012-02-04 02:00:00,region-38,4294,1
2012-02-04 02:15:00,region-38,4295,1
2012-02-04 02:30:00,region-38,4296,1
2012-02-04 02:45:00,region-38,4295,1
2012-02-04 03:00:00,region-38,4296,1
2012-02-04 03:15:00,region-38,4296,1
2012-02-04 03:30:00,region-38,4298,1
2012-02-04 03:45:00,region-38,4304,1
2012-02-04 04:00:00,region-38,4301,1
2012-02-04 04:15:00,region-38,4295,1
2012-02-04 04:30:00,region-38,4295,1
2012-02-04 04:45:00,region-38,4293,1
2012-02-04 05:00:00,region-38,4291,1
2012-02-04 05:15:00,region-38,4291,1
2012-02-04 05:30:00,region-38,4291,1
2012-02-04 05:45:00,region-38,4293,1
2012-02-04 06:00:00,region-38,4298,1
2012-02-04 06:15:00,region-38,4297,1
2012-02-04 06:30:00,region-38,4293,1
2012-02-04 06:45:00,region-38,4295,1
2012-02-04 07:00:00,region-38,4297,1
2012-02-04 07:15:00,region-38,4297,1
2012-02-04 07:30:00,region-38,4296,1
2012-02-04 07:45:00,region-38,4297,1
2012-02-04 08:00:00,region-38,4294,1
2012-02-02 08:15:00,region-39,4356,1
2012-02-02 08:30:00,region-39,4350,1
2012-02-02 08:45:00,region-39,4349,1
2012-02-02 09:00:00,region-39,4350,1
2012-02-02 09:15:00,region-39,4347,1
2012-02-02 09:30:00,region-39,4345,1
2012-02-02 09:45:00,region-39,4346,1
2012-02-02 10:00:00,region-39,4342,1
2012-02-02 10:15:00,region-39,4345,1
2012-02-02 10:30:00,region-39,4345,1
2012-02-02 10:45:00,region-39,4345,1
2012-02-02 11:00:00,region-39,4346,1
2012-02-02 11:15:00,region-39,4347,1
2012-02-02 11:30:00,region-39,4347,1
2012-02-02 11:45:00,region-39,4346,1
2012-02-02 12:00:00,region-39,4349,1
2012-02-02 12:15:00,region-39,4349,1
2012-02-02 12:30:00,region-39,4350,1
2012-02-02 12:45:00,region-39,4351,1
2012-02-02 13:00:00,region-39,4353,1
2012-02-02 13:15:00,region-39,4349,1
2012-02-02 13:30:00,region-39,4350,1
2012-02-02 13:45:00,region-39,4348,1
2012-02-02 14:00:00,region-39,4350,1
2012-02-02 14:15:00,region-39,4354,1
2012-02-02 14:30:00,region-39,4356,1
2012-02-02 14:45:00,region-39,4350,1
2012-02-02 15:00:00,region-39,5198,1
2012-02-02 15:15:00,region-39,5181,1
2012-02-02 15:30:00,region-39,5200,1
2012-02-02 15:45:00,region-39,5213,1
2012-02-02 16:00:00,region-39,5206,1
2012-02-02 16:15:00,region-39,5211,1
2012-02-02 16:30:00,region-39,5207,1
2012-02-02 16:45:00,region-39,5215,1
2012-02-02 17:00:00,region-39,5198,1
2012-02-02 17:15:00,region-39,5209,1
2012-02-02 17:30:00,region-39,5199,1
2012-02-02 17:45:00,region-39,5196,1
2012-02-02 18:00:00,region-39,5192,1
2012-02-02 18:15:00,region-39,5193,1
2012-02-02 18:30:00,region-39,5227,1
2012-02-02 18:45:00,region-39,5218,1
2012-02-02 19:00:00,region-39,5184,1
2012-02-02 19:15:00,region-39,5191,1
2012-02-02 19:30:00,region-39,5187,1
2012-02-02 19:45:00,region-39,5190,1
2012-02-02 20:00:00,region-39,5197,1
2012-02-02 20:15:00,region-39,5222,1
2012-02-02 20:30:00,region-39,5209,1
2012-02-02 20:45:00,region-39,5212,1
2012-02-02 21:00:00,region-39,5207,1
2012-02-02 21:15:00,region-39,5188,1
2012-02-02 21:30:00,region-39,5196,1
2012-02-02 21:45:00,region-39,5200,1
2012-02-02 22:00:00,region-39,5214,1
2012-02-02 22:15:00,region-39,5213,1
2012-02-02 22:30:00,region-39,5190,1
2012-02-02 22:45:00,region-39,5215,1
2012-02-02 23:00:00,region-39,5208,1
2012-02-02 23:15:00,region-39,5209,1
2012-02-02 23:30:00,region-39,5193,1
2012-02-02 23:45:00,region-39,5206,1
2012-02-03 00:00:00,region-39,5205,1
2012-02-03 00:15:00,region-39,5193,1
2012-02-03 00:30:00,region-39,5195,1
2012-02-03 00:45:00,region-39,5190,1
2012-02-03 01:00:00,region-39,5206,1
2012-02-03 01:15:00,region-39,5207,1
2012-02-03 01:30:00,region-39,5212,1
2012-02-03 01:45:00,region-39,5191,1
2012-02-03 02:00:00,region-39,4349,1
2012-02-03 02:15:00,region-39,4348,1
2012-02-03 02:30:00,region-39,4346,1
2012-02-03 02:45:00,region-39,4348,1
2012-02-03 03:00:00,region-39,4345,1
2012-02-03 03:15:00,region-39,4345,1
2012-02-03 03:30:00,region-39,4345,1
2012-02-03 03:45:00,region-39,4344,1
2012-02-03 04:00:00,region-39,4348,1
2012-02-03 04:15:00,region-39,4350,1
2012-02-03 04:30:00,region-39,4349,1
2012-02-03 04:45:00,region-39,4351,1
2012-02-03 05:00:00,region-39,4352,1
2012-02-03 05:15:00,region-39,4350,1
2012-02-03 05:30:00,region-39,4347,1
2012-02-03 05:45:00,region-39,4347,1
2012-02-03 06:00:00,region-39,4342,1
2012-02-03 06:15:00,region-39,4343,1
2012-02-03 06:30:00,region-39,4344,1
2012-02-03 06:45:00,region-39,4349,1
2012-02-03 07:00:00,region-39,4350,1
2012-02-03 07:15:00,region-39,4351,1
2012-02-03 07:30:00,region-39,4355,1
2012-02-03 07:45:00,region-39,4353,1
2012-02-03 08:00:00,region-39,4352,1
2012-02-03 08:15:00,region-39,4347,1
2012-02-03 08:30:00,region-39,4344,1
2012-02-03 08:45:00,region-39,4340,1
2012-02-03 09:00:00,region-39,4344,1
2012-02-03 09:15:00,region-39,4348,1
2012-02-03 09:30:00,region-39,4352,1
2012-02-03 09:45:00,region-39,4353,1
2012-02-03 10:00:00,region-39,4350,1
2012-02-03 10:15:00,region-39,4352,1
2012-02-03 10:30:00,region-39,4348,1
2012-02-03 10:45:00,region-39,4347,1
2012-02-03 11:00:00,region-39,4342,1
2012-02-03 11:15:00,region-39,4344,1
2012-02-03 11:30:00,region-39,4348,1
2012-02-03 11:45:00,region-39,4347,1
2012-02-03 12:00:00,region-39,4346,1
2012-02-03 12:15:00,region-39,4346,1
2012-02-03 12:30:00,region-39,4347,1
2012-02-03 12:45:00,region-39,4344,1
2012-02-03 13:00:00,region-39,4340,1
2012-02-03 13:15:00,region-39,4339,1
2012-02-03 13:30:00,region-39,4339,1
2012-02-03 13:45:00,region-39,4341,1
2012-02-03 14:00:00,region-39,4345,1
2012-02-03 14:15:00,region-39,4344,1
2012-02-03 14:30:00,region-39,4341,1
2012-02-03 14:45:00,region-39,4343,1
2012-02-03 15:00:00,region-39,5179,1
2012-02-03 15:15:00,region-39,5185,1
2012-02-03 15:30:00,region-39,5201,1
2012-02-03 15:45:00,region-39,5200,1
2012-02-03 16:00:00,region-39,5212,1
2012-02-03 16:15:00,region-39,5198,1
2012-02-03 16:30:00,region-39,5218,1
2012-02-03 16:45:00,region-39,5191,1
2012-02-03 17:00:00,region-39,5187,1
2012-02-03 17:15:00,region-39,5208,1
2012-02-03 17:30:00,region-39,5174,1
2012-02-03 17:45:00,region-39,5196,1
2012-02-03 18:00:00,region-39,5201,1
2012-02-03 18:15:00,region-39,5201,1
2012-02-03 18:30:00,region-39,5190,1
2012-02-03 18:45:00,region-39,5203,1
2012-02-03 19:00:00,region-39,5221,1
2012-02-03 19:15:00,region-39,5192,1
2012-02-03 19:30:00,region-39,5211,1
2012-02-03 19:45:00,region-39,5208,1
2012-02-03 20:00:00,region-39,5198,1
2012-02-03 20:15:00,region-39,5212,1
2012-02-03 20:30:00,region-39,5212,1
2012-02-03 20:45:00,region-39,5220,1
2012-02-03 21:00:00,region-39,5172,1
2012-02-03 21:15:00,region-39,5198,1
2012-02-03 21:30:00,region-39,5215,1
2012-02-03 21:45:00,region-39,5217,1
2012-02-03 22:00:00,region-39,5186,1
2012-02-03 22:15:00,region-39,5203,1
2012-02-03 22:30:00,region-39,5220,1
2012-02-03 22:45:00,region-39,5206,1
2012-02-03 23:00:00,region-39,5189,1
2012-02-03 23:15:00,region-39,5224,1
2012-02-03 23:30:00,region-39,5193,1
2012-02-03 23:45:00,region-39,5214,1
2012-02-04 00:00:00,region-39,5183,1
2012-02-04 00:15:00,region-39,5212,1
2012-02-04 00:30:00,region-39,5201,1
2012-02-04 00:45:00,region-39,5190,1
2012-02-04 01:00:00,region-39,5227,1
2012-02-04 01:15:00,region-39,5204,1
2012-02-04 01:30:00,region-39,5199,1
2012-02-04 01:45:00,region-39,5208,1
2012-02-04 02:00:00,region-39,4353,1
2012-02-04 02:15:00,region-39,4347,1
2012-02-04 02:30:00,region-39,4341,1
2012-02-04 02:45:00,region-39,4342,1
2012-02-04 03:00:00,region-39,4344,1
2012-02-04 03:15:00,region-39,4343,1
2012-02-04 03:30:00,region-39,4344,1
2012-02-04 03:45:00,region-39,4347,1
2012-02-04 04:00:00,region-39,4349,1
2012-02-04 04:15:00,region-39,4349,1
2012-02-04 04:30:00,region-39,4350,1
2012-02-04 04:45:00,region-39,4350,1
2012-02-04 05:00:00,region-39,4352,1
2012-02-04 05:15:00,region-39,4354,1
2012-02-04 05:30:00,region-39,4350,1
2012-02-04 05:45:00,region-39,4353,1
2012-02-04 06:00:00,region-39,4353,1
2012-02-04 06:15:00,region-39,4351,1
2012-02-04 06:30:00,region-39,4349,1
2012-02-04 06:45:00,region-39,4344,1
2012-02-04 07:00:00,region-39,4344,1
2012-02-04 07:15:00,region-39,4346,1
2012-02-04 07:30:00,region-39,4347,1
2012-02-04 07:45:00,region-39,4346,1
2012-02-04 08:00:00,region-39,4339,1
2012-02-02 08:15:00,region-40,4339,1
2012-02-02 08:30:00,region-40,4336,1
2012-02-02 08:45:00,region-40,4334,1
2012-02-02 09:00:00,region-40,4332,1
2012-02-02 09:15:00,region-40,4330,1
2012-02-02 09:30:00,region-40,4332,1
2012-02-02 09:45:00,region-40,4328,1
2012-02-02 10:00:00,region-40,4327,1
2012-02-02 10:15:00,region-40,4325,1
2012-02-02 10:30:00,region-40,4328,1
2012-02-02 10:45:00,region-40,4327,1
2012-02-02 11:00:00,region-40,4324,1
2012-02-02 11:15:00,region-40,4328,1
2012-02-02 11:30:00,region-40,4328,1
2012-02-02 11:45:00,region-40,4331,1
2012-02-02 12:00:00,region-40,4332,1
2012-02-02 12:15:00,region-40,4326,1
2012-02-02 12:30:00,region-40,4326,1
2012-02-02 12:45:00,region-40,4323,1
2012-02-02 13:00:00,region-40,4324,1
2012-02-02 13:15:00,region-40,4326,1
2012-02-02 13:30:00,region-40,4331,1
2012-02-02 13:45:00,region-40,4336,1
2012-02-02 14:00:00,region-40,5230,1
2012-02-02 14:15:00,region-40,5214,1
2012-02-02 14:30:00,region-40,5232,1
2012-02-02 14:45:00,region-40,5213,1
2012-02-02 15:00:00,region-40,5222,1
2012-02-02 15:15:00,region-40,5224,1
2012-02-02 15:30:00,region-40,5229,1
2012-02-02 15:45:00,region-40,5227,1
2012-02-02 16:00:00,region-40,5233,1
2012-02-02 16:15:00,region-40,5227,1
2012-02-02 16:30:00,region-40,5199,1
2012-02-02 16:45:00,region-40,5208,1
2012-02-02 17:00:00,region-40,5200,1
2012-02-02 17:15:00,region-40,5200,1
2012-02-02 17:30:00,region-40,5184,1
2012-02-02 17:45:00,region-40,5214,1
2012-02-02 18:00:00,region-40,5213,1
2012-02-02 18:15:00,region-40,5213,1
2012-02-02 18:30:00,region-40,5215,1
2012-02-02 18:45:00,region-40,5206,1
2012-02-02 19:00:00,region-40,5167,1
2012-02-02 19:15:00,region-40,5201,1
2012-02-02 19:30:00,region-40,5233,1
2012-02-02 19:45:00,region-40,5209,1
2012-02-02 20:00:00,region-40,5194,1
2012-02-02 20:15:00,region-40,5215,1
2012-02-02 20:30:00,region-40,5186,1
2012-02-02 20:45:00,region-40,5213,1
2012-02-02 21:00:00,region-40,5185,1
2012-02-02 21:15:00,region-40,5202,1
2012-02-02 21:30:00,region-40,5221,1
2012-02-02 21:45:00,region-40,5198,1
2012-02-02 22:00:00,region-40,5218,1
2012-02-02 22:15:00,region-40,5209,1
2012-02-02 22:30:00,region-40,5209,1
2012-02-02 22:45:00,region-40,5189,1
2012-02-02 23:00:00,region-40,5210,1
2012-02-02 23:15:00,region-40,5205,1
2012-02-02 23:30:00,region-40,5212,1
2012-02-02 23:45:00,region-40,5203,1
2012-02-03 00:00:00,region-40,5235,1
2012-02-03 00:15:00,region-40,5222,1
2012-02-03 00:30:00,region-40,5208,1
2012-02-03 00:45:00,region-40,5219,1
2012-02-03 01:00:00,region-40,4329,1
2012-02-03 01:15:00,region-40,4331,1
2012-02-03 01:30:00,region-40,4323,1
2012-02-03 01:45:00,region-40,4324,1
2012-02-03 02:00:00,region-40,4326,1
2012-02-03 02:15:00,region-40,4332,1
2012-02-03 02:30:00,region-40,4334,1
2012-02-03 02:45:00,region-40,4336,1
2012-02-03 03:00:00,region-40,4333,1
2012-02-03 03:15:00,region-40,4329,1
2012-02-03 03:30:00,region-40,4328,1
2012-02-03 03:45:00,region-40,4335,1
2012-02-03 04:00:00,region-40,4334,1
2012-02-03 04:15:00,region-40,4335,1
2012-02-03 04:30:00,region-40,4334,1
2012-02-03 04:45:00,region-40,4334,1
2012-02-03 05:00:00,region-40,4331,1
2012-02-03 05:15:00,region-40,4328,1
2012-02-03 05:30:00,region-40,4332,1
2012-02-03 05:45:00,region-40,4333,1
2012-02-03 06:00:00,region-40,4332,1
2012-02-03 06:15:00,region-40,4332,1
2012-02-03 06:30:00,region-40,4332,1
2012-02-03 06:45:00,region-40,4334,1
2012-02-03 07:00:00,region-40,4323,1
2012-02-03 07:15:00,region-40,4326,1
2012-02-03 07:30:00,region-40,4324,1
2012-02-03 07:45:00,region-40,4317,1
2012-02-03 08:00:00,region-40,4320,1
2012-02-03 08:15:00,region-40,4322,1
2012-02-03 08:30:00,region-40,4318,1
2012-02-03 08:45:00,region-40,4327,1
2012-02-03 09:00:00,region-40,4331,1
2012-02-03 09:15:00,region-40,4326,1
2012-02-03 09:30:00,region-40,4328,1
2012-02-03 09:45:00,region-40,4327,1
2012-02-03 10:00:00,region-40,4323,1
2012-02-03 10:15:00,region-40,4323,1
2012-02-03 10:30:00,region-40,4327,1
2012-02-03 10:45:00,region-40,4325,1
2012-02-03 11:00:00,region-40,4328,1
2012-02-03 11:15:00,region-40,4331,1
2012-02-03 11:30:00,region-40,4328,1
2012-02-03 11:45:00,region-40,4326,1
2012-02-03 12:00:00,region-40,4323,1
2012-02-03 12:15:00,region-40,4322,1
2012-02-03 12:30:00,region-40,4322,1
2012-02-03 12:45:00,region-40,4322,1
2012-02-03 13:00:00,region-40,4325,1
2012-02-03 13:15:00,region-40,4326,1
2012-02-03 13:30:00,region-40,4331,1
2012-02-03 13:45:00,region-40,4327,1
2012-02-03 14:00:00,region-40,5199,1
2012-02-03 14:15:00,region-40,5212,1
2012-02-03 14:30:00,region-40,5230,1
2012-02-03 14:45:00,region-40,5219,1
2012-02-03 15:00:00,region-40,5206,1
2012-02-03 15:15:00,region-40,5228,1
2012-02-03 15:30:00,region-40,5199,1
2012-02-03 15:45:00,region-40,5214,1
2012-02-03 16:00:00,region-40,5211,1
2012-02-03 16:15:00,region-40,5205,1
2012-02-03 16:30:00,region-40,5199,1
2012-02-03 16:45:00,region-40,5184,1
2012-02-03 17:00:00,region-40,5173,1
2012-02-03 17:15:00,region-40,5218,1
2012-02-03 17:30:00,region-40,5219,1
2012-02-03 17:45:00,region-40,5207,1
2012-02-03 18:00:00,region-40,5216,1
2012-02-03 18:15:00,region-40,5228,1
2012-02-03 18:30:00,region-40,5234,1
2012-02-03 18:45:00,region-40,5206,1
2012-02-03 19:00:00,region-40,5222,1
2012-02-03 19:15:00,region-40,5223,1
2012-02-03 19:30:00,region-40,5202,1
2012-02-03 19:45:00,region-40,5202,1
2012-02-03 20:00:00,region-40,5223,1
2012-02-03 20:15:00,region-40,5222,1
2012-02-03 20:30:00,region-40,5214,1
2012-02-03 20:45:00,region-40,5223,1
2012-02-03 21:00:00,region-40,5201,1
2012-02-03 21:15:00,region-40,5216,1
2012-02-03 21:30:00,region-40,5216,1
2012-02-03 21:45:00,region-40,5190,1
2012-02-03 22:00:00,region-40,5209,1
2012-02-03 22:15:00,region-40,5196,1
2012-02-03 22:30:00,region-40,5218,1
2012-02-03 22:45:00,region-40,5210,1
2012-02-03 23:00:00,region-40,5239,1
2012-02-03 23:15:00,region-40,5228,1
2012-02-03 23:30:00,region-40,5215,1
2012-02-03 23:45:00,region-40,5236,1
2012-02-04 00:00:00,region-40,5227,1
2012-02-04 00:15:00,region-40,5211,1
2012-02-04 00:30:00,region-40,5212,1
2012-02-04 00:45:00,region-40,5225,1
2012-02-04 01:00:00,region-40,4331,1
2012-02-04 01:15:00,region-40,4330,1
2012-02-04 01:30:00,region-40,4329,1
2012-02-04 01:45:00,region-40,4327,1
2012-02-04 02:00:00,region-40,4326,1
2012-02-04 02:15:00,region-40,4330,1
2012-02-04 02:30:00,region-40,4332,1
2012-02-04 02:45:00,region-40,4332,1
2012-02-04 03:00:00,region-40,4331,1
2012-02-04 03:15:00,region-40,4330,1
2012-02-04 03:30:00,region-40,4324,1
2012-02-04 03:45:00,region-40,4327,1
2012-02-04 04:00:00,region-40,4326,1
2012-02-04 04:15:00,region-40,4324,1
2012-02-04 04:30:00,region-40,4327,1
2012-02-04 04:45:00,region-40,4324,1
2012-02-04 05:00:00,region-40,4329,1
2012-02-04 05:15:00,region-40,4331,1
2012-02-04 05:30:00,region-40,4336,1
2012-02-04 05:45:00,region-40,4332,1
2012-02-04 06:00:00,region-40,4332,1
2012-02-04 06:15:00,region-40,4330,1
2012-02-04 06:30:00,region-40,4330,1
2012-02-04 06:45:00,region-40,4328,1
2012-02-04 07:00:00,region-40,4333,1
2012-02-04 07:15:00,region-40,4334,1
2012-02-04 07:30:00,region-40,4334,1
2012-02-04 07:45:00,region-40,4335,1
2012-02-04 08:00:00,region-40,4335,1
2012-02-02 08:15:00,region-41,4327,1
2012-02-02 08:30:00,region-41,4323,1
2012-02-02 08:45:00,region-41,4320,1
2012-02-02 09:00:00,region-41,4316,1
2012-02-02 09:15:00,region-41,4318,1
2012-02-02 09:30:00,region-41,4317,1
2012-02-02 09:45:00,region-41,4315,1
2012-02-02 10:00:00,region-41,4318,1
2012-02-02 10:15:00,region-41,4320,1
2012-02-02 10:30:00,region-41,4323,1
