businessunit,healthtime,a1,a2,a3,a4,a5,p1,p2,p3,p4,p5
region-42,2012-02-02 16:00:00,5217,6,104,23,54,4706,652,43,3,0
region-42,2012-02-02 16:15:00,5215,5,100,36,55,4694,667,47,3,0
region-42,2012-02-02 16:30:00,5201,4,114,34,61,4684,678,49,3,0
region-42,2012-02-02 16:45:00,5193,6,114,29,73,4664,695,53,3,0
region-42,2012-02-02 17:00:00,5201,2,130,27,53,4641,712,57,3,0
region-42,2012-02-02 17:15:00,5209,8,109,32,58,4627,725,61,3,0
region-42,2012-02-02 17:30:00,5215,4,116,25,54,4605,745,61,3,0
region-42,2012-02-02 17:45:00,5190,6,117,39,61,4590,756,64,3,0
region-42,2012-02-02 18:00:00,5210,9,103,29,61,4571,771,67,3,0
region-42,2012-02-02 18:15:00,5219,6,101,33,49,4559,776,70,3,0
region-42,2012-02-02 18:30:00,5224,4,93,26,59,4536,792,75,3,0
region-42,2012-02-02 18:45:00,5221,9,96,36,51,4523,808,79,3,0
region-42,2012-02-02 19:00:00,5180,3,124,27,74,4494,825,86,3,0
region-42,2012-02-02 19:15:00,5207,3,107,29,65,4476,844,87,4,0
region-42,2012-02-02 19:30:00,5217,8,108,25,57,4466,854,91,4,0
region-42,2012-02-02 19:45:00,5182,11,129,30,62,4454,865,91,4,0
region-42,2012-02-02 20:00:00,5197,3,123,22,63,4432,880,92,4,0
region-42,2012-02-02 20:15:00,5205,10,107,24,67,4420,892,97,4,0
region-42,2012-02-02 20:30:00,5203,8,107,31,60,4398,903,104,4,0
region-42,2012-02-02 20:45:00,5228,6,103,16,57,4384,913,109,4,0
region-42,2012-02-02 21:00:00,5203,4,93,34,75,4365,927,113,4,0
region-42,2012-02-02 21:15:00,5189,6,127,31,56,4348,941,116,4,0
region-42,2012-02-02 21:30:00,5185,8,121,35,59,4331,956,117,4,0
region-42,2012-02-02 21:45:00,5201,6,111,31,62,4315,973,119,4,0
region-42,2012-02-02 22:00:00,5219,7,101,31,53,4302,982,123,4,0
region-42,2012-02-02 22:15:00,5225,6,106,24,47,4278,999,127,4,0
region-42,2012-02-02 22:30:00,5226,6,93,29,58,4264,1009,135,4,0
region-42,2012-02-02 22:45:00,5221,5,112,21,53,4244,1027,137,4,0
region-42,2012-02-02 23:00:00,5169,5,136,33,66,4231,1033,140,5,0
region-42,2012-02-02 23:15:00,5188,7,115,29,71,4217,1044,144,5,0
region-42,2012-02-02 23:30:00,5227,6,96,24,57,4206,1053,146,5,0
region-42,2012-02-02 23:45:00,5208,1,115,23,61,4194,1057,150,7,0
region-42,2012-02-03 00:00:00,4461,6,18,2,3,3472,896,115,7,0
region-42,2012-02-03 00:15:00,4461,4,9,5,9,3454,908,119,7,0
region-42,2012-02-03 00:30:00,4460,3,14,2,8,3442,918,120,7,0
region-42,2012-02-03 00:45:00,4450,3,16,2,15,3425,927,126,8,0
region-42,2012-02-03 01:00:00,4331,7,0,0,0,3310,895,125,8,0
region-42,2012-02-03 01:15:00,4331,5,0,0,0,3298,901,129,8,0
region-42,2012-02-03 01:30:00,4332,2,0,0,0,3285,909,132,8,0
region-42,2012-02-03 01:45:00,4327,9,0,0,0,3274,919,135,8,0
region-42,2012-02-03 02:00:00,4326,4,0,0,0,3257,926,139,8,0
region-42,2012-02-03 02:15:00,4330,4,0,0,0,3246,939,141,8,0
region-42,2012-02-03 02:30:00,4334,1,0,0,0,3229,957,140,9,0
region-42,2012-02-03 02:45:00,4335,5,0,0,0,3219,966,146,9,0
region-42,2012-02-03 03:00:00,4337,4,0,0,0,3205,977,150,9,0
region-42,2012-02-03 03:15:00,4339,0,0,0,0,3191,984,154,10,0
region-42,2012-02-03 03:30:00,4337,5,0,0,0,3179,993,160,10,0
region-42,2012-02-03 03:45:00,4337,4,0,0,0,3166,1000,164,11,0
region-42,2012-02-03 04:00:00,4334,4,0,0,0,3152,1008,163,15,0
region-42,2012-02-03 04:15:00,4333,5,0,0,0,3141,1016,166,15,0
region-42,2012-02-03 04:30:00,4333,3,0,0,0,3129,1020,172,15,0
region-42,2012-02-03 04:45:00,4328,7,0,0,0,3107,1039,173,16,0
region-42,2012-02-03 05:00:00,4330,2,0,0,0,3092,1048,175,16,1
region-42,2012-02-03 05:15:00,4336,2,0,0,0,3091,1051,178,17,1
region-42,2012-02-03 05:30:00,4337,3,0,0,0,3081,1062,178,18,1
region-42,2012-02-03 05:45:00,4336,6,0,0,0,3065,1072,183,21,1
region-42,2012-02-03 06:00:00,4336,1,0,0,0,3043,1088,184,21,1
region-42,2012-02-03 06:15:00,4338,3,0,0,0,3037,1097,185,21,1
region-42,2012-02-03 06:30:00,4339,3,0,0,0,3032,1099,189,21,1
region-42,2012-02-03 06:45:00,4339,1,0,0,0,3013,1106,199,20,2
region-42,2012-02-03 07:00:00,4340,1,0,0,0,3002,1114,203,20,2
region-42,2012-02-03 07:15:00,4336,6,0,0,0,2993,1121,206,20,2
region-42,2012-02-03 07:30:00,4334,5,0,0,0,2979,1126,212,20,2
region-42,2012-02-03 07:45:00,4334,1,0,0,0,2963,1132,218,20,2
region-42,2012-02-03 08:00:00,4335,6,0,0,0,2957,1138,222,22,2
region-42,2012-02-03 08:15:00,4335,3,0,0,0,2933,1155,225,23,2
region-42,2012-02-03 08:30:00,4334,4,0,0,0,2919,1159,234,24,2
region-42,2012-02-03 08:45:00,4332,4,0,0,0,2913,1161,236,24,2
region-42,2012-02-03 09:00:00,4331,6,0,0,0,2904,1165,241,25,2
region-42,2012-02-03 09:15:00,4332,5,0,0,0,2888,1178,244,25,2
region-42,2012-02-03 09:30:00,4330,6,0,0,0,2872,1183,252,27,2
region-42,2012-02-03 09:45:00,4333,4,0,0,0,2862,1191,255,27,2
region-42,2012-02-03 10:00:00,4331,5,0,0,0,2850,1198,259,27,2
region-42,2012-02-03 10:15:00,4327,7,0,0,0,2845,1198,261,28,2
region-42,2012-02-03 10:30:00,4323,8,0,0,0,2833,1203,265,28,2
region-42,2012-02-03 10:45:00,4328,1,0,0,0,2816,1211,272,28,2
region-42,2012-02-03 11:00:00,4326,7,0,0,0,2808,1212,280,31,2
region-42,2012-02-03 11:15:00,4328,6,0,0,0,2796,1216,287,33,2
region-42,2012-02-03 11:30:00,4326,5,0,0,0,2780,1225,290,34,2
region-42,2012-02-03 11:45:00,4329,4,0,0,0,2774,1228,293,36,2
region-42,2012-02-03 12:00:00,4334,2,0,0,0,2771,1227,299,37,2
region-42,2012-02-03 12:15:00,4331,4,0,0,0,2762,1228,305,38,2
region-42,2012-02-03 12:30:00,4332,4,0,0,0,2750,1236,310,38,2
region-42,2012-02-03 12:45:00,4333,5,0,0,0,2741,1242,312,41,2
region-42,2012-02-03 13:00:00,5099,4,77,25,56,3310,1509,386,52,4
region-42,2012-02-03 13:15:00,5070,5,102,36,48,3298,1509,397,53,4
region-42,2012-02-03 13:30:00,5063,3,122,20,53,3282,1521,399,56,3
region-42,2012-02-03 13:45:00,5111,5,82,21,48,3263,1542,401,57,4
region-42,2012-02-03 14:00:00,5206,8,115,21,65,3335,1598,417,61,4
region-42,2012-02-03 14:15:00,5210,9,114,23,56,3323,1601,422,62,4
region-42,2012-02-03 14:30:00,5206,8,110,35,49,3305,1607,429,63,4
region-42,2012-02-03 14:45:00,5205,6,114,18,60,3289,1607,438,65,4
region-42,2012-02-03 15:00:00,5205,5,114,23,63,3278,1622,439,67,4
region-42,2012-02-03 15:15:00,5204,8,114,30,55,3270,1627,442,68,4
region-42,2012-02-03 15:30:00,5202,6,115,25,64,3246,1645,444,73,4
region-42,2012-02-03 15:45:00,5200,8,102,34,66,3231,1651,449,75,4
region-42,2012-02-03 16:00:00,5203,7,109,28,60,3215,1657,453,78,4
region-42,2012-02-03 16:15:00,5209,7,108,26,61,3209,1659,460,79,4
region-42,2012-02-03 16:30:00,5207,3,103,31,69,3197,1669,461,82,4
region-42,2012-02-03 16:45:00,5220,9,109,20,55,3185,1675,465,83,5
region-42,2012-02-03 17:00:00,5218,7,110,29,44,3174,1678,467,84,5
region-42,2012-02-03 17:15:00,5205,9,100,33,61,3151,1691,475,85,6
region-42,2012-02-03 17:30:00,5195,5,113,33,59,3134,1701,478,86,6
region-42,2012-02-03 17:45:00,5217,6,106,26,54,3122,1707,485,89,6
region-42,2012-02-03 18:00:00,5231,1,100,30,47,3101,1725,487,90,6
region-42,2012-02-03 18:15:00,5202,6,108,29,72,3092,1736,489,93,7
region-42,2012-02-03 18:30:00,5210,6,116,23,61,3080,1741,492,96,7
region-42,2012-02-03 18:45:00,5197,8,102,32,76,3071,1743,496,98,7
region-42,2012-02-03 19:00:00,5217,4,110,22,57,3059,1742,499,103,7
region-42,2012-02-03 19:15:00,5193,11,114,33,62,3053,1746,502,104,8
region-42,2012-02-03 19:30:00,5185,6,126,26,66,3038,1747,509,107,8
region-42,2012-02-03 19:45:00,5198,9,116,31,56,3034,1747,511,110,8
region-42,2012-02-03 20:00:00,5234,5,93,22,54,3015,1758,516,110,9
region-42,2012-02-03 20:15:00,5190,3,126,34,59,3002,1761,530,110,9
region-42,2012-02-03 20:30:00,5235,8,96,23,55,2996,1770,531,111,9
region-42,2012-02-03 20:45:00,5205,2,116,30,61,2985,1773,534,113,9
region-42,2012-02-03 21:00:00,5222,8,103,27,54,2974,1773,540,118,9
region-42,2012-02-03 21:15:00,5207,6,109,30,61,2958,1782,543,121,9
region-42,2012-02-03 21:30:00,5215,4,109,34,50,2942,1792,544,123,11
region-42,2012-02-03 21:45:00,5234,2,94,27,56,2923,1803,552,124,11
region-42,2012-02-03 22:00:00,5220,5,104,27,61,2916,1804,558,127,12
region-42,2012-02-03 22:15:00,5208,8,118,26,55,2907,1805,564,127,12
region-42,2012-02-03 22:30:00,5191,4,117,24,75,2898,1806,567,126,14
region-42,2012-02-03 22:45:00,5205,5,122,26,58,2893,1810,570,129,14
region-42,2012-02-03 23:00:00,5203,5,121,29,60,2884,1816,571,133,14
region-42,2012-02-03 23:15:00,5231,3,101,33,48,2870,1816,581,133,16
region-42,2012-02-03 23:30:00,5184,6,119,31,74,2857,1821,583,137,16
region-42,2012-02-03 23:45:00,5185,7,129,35,56,2852,1823,583,138,16
region-42,2012-02-04 00:00:00,4455,3,15,3,8,2348,1510,495,119,12
region-42,2012-02-04 00:15:00,4449,4,14,4,13,2340,1513,496,123,12
region-42,2012-02-04 00:30:00,4464,3,10,3,5,2327,1521,500,125,12
region-42,2012-02-04 00:45:00,4457,3,16,3,8,2321,1521,504,129,12
region-42,2012-02-04 01:00:00,4336,3,0,0,0,2243,1465,498,121,12
region-42,2012-02-04 01:15:00,4336,3,0,0,0,2236,1461,509,121,12
region-42,2012-02-04 01:30:00,4334,5,0,0,0,2225,1469,509,124,12
region-42,2012-02-04 01:45:00,4333,5,0,0,0,2222,1466,513,124,13
region-42,2012-02-04 02:00:00,4334,2,0,0,0,2215,1469,512,127,13
region-42,2012-02-04 02:15:00,4333,6,0,0,0,2206,1475,515,130,13
region-42,2012-02-04 02:30:00,4333,3,0,0,0,2196,1477,519,131,13
region-42,2012-02-04 02:45:00,4335,4,0,0,0,2183,1488,524,131,13
region-42,2012-02-04 03:00:00,4331,5,0,0,0,2166,1496,527,134,13
region-42,2012-02-04 03:15:00,4331,5,0,0,0,2163,1496,531,133,13
region-42,2012-02-04 03:30:00,4333,5,0,0,0,2158,1502,530,135,13
region-42,2012-02-04 03:45:00,4332,4,0,0,0,2156,1495,533,138,14
region-42,2012-02-04 04:00:00,4333,4,0,0,0,2151,1491,540,141,14
region-42,2012-02-04 04:15:00,4333,2,0,0,0,2141,1492,541,146,15
region-42,2012-02-04 04:30:00,4333,3,0,0,0,2130,1502,543,146,15
region-42,2012-02-04 04:45:00,4334,3,0,0,0,2121,1504,549,148,15
region-42,2012-02-04 05:00:00,4334,6,0,0,0,2114,1509,553,148,16
region-42,2012-02-04 05:15:00,4336,2,0,0,0,2108,1508,557,149,16
region-42,2012-02-04 05:30:00,4335,3,0,0,0,2103,1505,561,153,16
region-42,2012-02-04 05:45:00,4331,5,0,0,0,2095,1506,566,152,17
region-42,2012-02-04 06:00:00,4329,7,0,0,0,2088,1507,570,154,17
region-42,2012-02-04 06:15:00,4328,4,0,0,0,2075,1509,574,155,19
region-42,2012-02-04 06:30:00,4328,2,0,0,0,2064,1512,577,158,19
region-42,2012-02-04 06:45:00,4333,4,0,0,0,2053,1522,585,158,19
region-42,2012-02-04 07:00:00,4332,5,0,0,0,2047,1519,591,161,19
region-42,2012-02-04 07:15:00,4331,4,0,0,0,2040,1515,597,164,19
region-42,2012-02-04 07:30:00,4328,8,0,0,0,2035,1515,599,167,20
region-42,2012-02-04 07:45:00,4326,5,0,0,0,2027,1512,604,166,22
region-42,2012-02-04 08:00:00,4328,4,0,0,0,2022,1509,609,168,24
region-43,2012-02-02 08:15:00,4330,7,0,0,0,4318,19,0,0,0
region-43,2012-02-02 08:30:00,4326,4,0,0,0,4296,34,0,0,0
region-43,2012-02-02 08:45:00,4324,4,0,0,0,4277,51,0,0,0
region-43,2012-02-02 09:00:00,4326,1,0,0,0,4258,69,0,0,0
region-43,2012-02-02 09:15:00,4329,2,0,0,0,4240,91,0,0,0
region-43,2012-02-02 09:30:00,4326,5,0,0,0,4220,110,1,0,0
region-43,2012-02-02 09:45:00,4327,2,0,0,0,4202,126,1,0,0
region-43,2012-02-02 10:00:00,4320,8,0,0,0,4192,135,1,0,0
region-43,2012-02-02 10:15:00,4320,4,0,0,0,4173,150,1,0,0
region-43,2012-02-02 10:30:00,4326,1,0,0,0,4155,171,1,0,0
region-43,2012-02-02 10:45:00,4326,6,0,0,0,4139,191,2,0,0
region-43,2012-02-02 11:00:00,4324,4,0,0,0,4111,215,2,0,0
region-43,2012-02-02 11:15:00,4323,4,0,0,0,4091,231,5,0,0
region-43,2012-02-02 11:30:00,4325,2,0,0,0,4067,255,5,0,0
region-43,2012-02-02 11:45:00,4324,5,0,0,0,4056,267,6,0,0
region-43,2012-02-02 12:00:00,4326,2,0,0,0,4037,283,8,0,0
region-43,2012-02-02 12:15:00,4322,7,0,0,0,4023,296,10,0,0
region-43,2012-02-02 12:30:00,4321,3,0,0,0,4003,310,11,0,0
region-43,2012-02-02 12:45:00,4325,4,0,0,0,3998,319,12,0,0
region-43,2012-02-02 13:00:00,4324,5,0,0,0,3983,332,14,0,0
region-43,2012-02-02 13:15:00,4321,5,0,0,0,3960,352,13,1,0
region-43,2012-02-02 13:30:00,4317,7,0,0,0,3937,372,14,1,0
region-43,2012-02-02 13:45:00,4320,3,0,0,0,3916,392,14,1,0
region-43,2012-02-02 14:00:00,5203,7,116,29,50,4898,488,17,2,0
region-43,2012-02-02 14:15:00,5191,3,124,29,55,4880,504,16,2,0
region-43,2012-02-02 14:30:00,5200,4,106,32,65,4859,526,20,2,0
region-43,2012-02-02 14:45:00,5147,8,131,38,82,4840,541,23,2,0
region-43,2012-02-02 15:00:00,5213,5,109,26,53,4826,554,24,2,0
region-43,2012-02-02 15:15:00,5178,6,130,33,60,4815,564,26,2,0
region-43,2012-02-02 15:30:00,5198,8,104,32,63,4795,579,29,2,0
region-43,2012-02-02 15:45:00,5199,3,115,22,64,4775,595,31,2,0
region-43,2012-02-02 16:00:00,5219,6,104,22,54,4756,614,33,2,0
region-43,2012-02-02 16:15:00,5197,3,102,33,69,4735,632,35,2,0
region-43,2012-02-02 16:30:00,5203,6,110,32,60,4722,649,38,2,0
region-43,2012-02-02 16:45:00,5212,5,109,24,58,4702,661,43,2,0
region-43,2012-02-02 17:00:00,5192,6,115,29,67,4691,671,45,2,0
region-43,2012-02-02 17:15:00,5203,7,107,31,60,4666,694,46,2,0
region-43,2012-02-02 17:30:00,5195,6,119,26,61,4644,709,52,2,0
region-43,2012-02-02 17:45:00,5198,8,112,27,60,4619,726,58,2,0
region-43,2012-02-02 18:00:00,5206,8,113,20,58,4599,744,59,3,0
region-43,2012-02-02 18:15:00,5194,9,99,46,55,4582,757,62,2,0
region-43,2012-02-02 18:30:00,5210,5,97,27,63,4562,775,63,2,0
region-43,2012-02-02 18:45:00,5195,6,115,23,66,4554,782,66,3,0
region-43,2012-02-02 19:00:00,5191,11,103,24,75,4541,793,67,3,0
region-43,2012-02-02 19:15:00,5210,7,105,26,52,4525,799,72,4,0
region-43,2012-02-02 19:30:00,5213,7,99,28,51,4505,812,77,4,0
region-43,2012-02-02 19:45:00,5188,5,108,31,68,4483,834,79,3,1
region-43,2012-02-02 20:00:00,5201,5,111,35,55,4465,856,81,4,1
region-43,2012-02-02 20:15:00,5204,9,122,15,62,4458,866,83,4,1
region-43,2012-02-02 20:30:00,5190,7,113,26,71,4440,876,85,5,1
region-43,2012-02-02 20:45:00,5206,11,111,28,49,4412,893,94,5,1
region-43,2012-02-02 21:00:00,5191,5,103,31,69,4392,906,95,5,1
region-43,2012-02-02 21:15:00,5201,9,114,19,59,4376,923,97,5,1
region-43,2012-02-02 21:30:00,5202,5,93,31,68,4355,935,103,4,2
region-43,2012-02-02 21:45:00,5188,8,104,36,70,4341,954,105,4,2
region-43,2012-02-02 22:00:00,5210,2,100,25,67,4318,973,107,4,2
region-43,2012-02-02 22:15:00,5220,8,102,23,56,4309,985,108,5,2
region-43,2012-02-02 22:30:00,5182,3,116,22,84,4291,996,113,5,2
region-43,2012-02-02 22:45:00,5196,9,119,23,62,4274,1011,117,5,2
region-43,2012-02-02 23:00:00,5220,2,113,23,46,4254,1022,121,5,2
region-43,2012-02-02 23:15:00,5210,7,109,27,55,4243,1033,124,6,2
region-43,2012-02-02 23:30:00,5208,7,104,22,66,4225,1044,130,6,2
region-43,2012-02-02 23:45:00,5194,7,115,32,58,4195,1066,136,7,2
region-43,2012-02-03 00:00:00,5218,4,95,27,62,4177,1076,143,8,2
region-43,2012-02-03 00:15:00,5179,6,127,34,59,4159,1090,146,8,2
region-43,2012-02-03 00:30:00,5211,5,104,25,56,4139,1104,149,7,2
region-43,2012-02-03 00:45:00,5193,11,96,27,79,4122,1116,157,9,2
region-43,2012-02-03 01:00:00,4317,5,0,0,0,3304,875,132,9,2
region-43,2012-02-03 01:15:00,4312,8,0,0,0,3294,882,133,9,2
region-43,2012-02-03 01:30:00,4313,3,0,0,0,3282,889,134,9,2
region-43,2012-02-03 01:45:00,4313,5,0,0,0,3270,900,137,9,2
region-43,2012-02-03 02:00:00,4320,4,0,0,0,3260,908,142,12,2
region-43,2012-02-03 02:15:00,4326,3,0,0,0,3252,919,144,12,2
region-43,2012-02-03 02:30:00,4321,8,0,0,0,3238,927,150,12,2
region-43,2012-02-03 02:45:00,4322,4,0,0,0,3225,932,155,12,2
region-43,2012-02-03 03:00:00,4324,4,0,0,0,3209,945,160,12,2
region-43,2012-02-03 03:15:00,4323,4,0,0,0,3191,955,167,12,2
region-43,2012-02-03 03:30:00,4320,6,0,0,0,3174,970,165,15,2
region-43,2012-02-03 03:45:00,4321,4,0,0,0,3154,985,168,16,2
region-43,2012-02-03 04:00:00,4322,5,0,0,0,3145,993,171,16,2
region-43,2012-02-03 04:15:00,4321,4,0,0,0,3127,1005,175,16,2
region-43,2012-02-03 04:30:00,4323,3,0,0,0,3115,1016,176,17,2
region-43,2012-02-03 04:45:00,4321,5,0,0,0,3104,1024,179,17,2
region-43,2012-02-03 05:00:00,4322,4,0,0,0,3091,1033,182,18,2
region-43,2012-02-03 05:15:00,4322,4,0,0,0,3083,1038,185,18,2
region-43,2012-02-03 05:30:00,4328,2,0,0,0,3074,1049,186,19,2
region-43,2012-02-03 05:45:00,4328,3,0,0,0,3062,1056,192,19,2
region-43,2012-02-03 06:00:00,4327,5,0,0,0,3045,1068,198,19,2
region-43,2012-02-03 06:15:00,4323,7,0,0,0,3035,1076,195,22,2
region-43,2012-02-03 06:30:00,4322,4,0,0,0,3012,1093,197,22,2
region-43,2012-02-03 06:45:00,4320,3,0,0,0,2997,1100,201,23,2
region-43,2012-02-03 07:00:00,4325,2,0,0,0,2987,1113,202,23,2
region-43,2012-02-03 07:15:00,4323,5,0,0,0,2974,1123,206,23,2
region-43,2012-02-03 07:30:00,4322,5,0,0,0,2963,1130,209,23,2
region-43,2012-02-03 07:45:00,4317,8,0,0,0,2956,1127,215,25,2
region-43,2012-02-03 08:00:00,4317,4,0,0,0,2942,1130,221,26,2
region-43,2012-02-03 08:15:00,4320,5,0,0,0,2930,1141,224,28,2
region-43,2012-02-03 08:30:00,4320,4,0,0,0,2921,1147,225,29,2
region-43,2012-02-03 08:45:00,4321,4,0,0,0,2914,1152,228,29,2
region-43,2012-02-03 09:00:00,4318,5,0,0,0,2906,1154,232,29,2
region-43,2012-02-03 09:15:00,4320,5,0,0,0,2897,1161,235,30,2
region-43,2012-02-03 09:30:00,4323,2,0,0,0,2877,1176,240,30,2
region-43,2012-02-03 09:45:00,4321,6,0,0,0,2870,1181,243,31,2
region-43,2012-02-03 10:00:00,4326,0,0,0,0,2861,1184,248,31,2
region-43,2012-02-03 10:15:00,4323,8,0,0,0,2853,1192,253,31,2
region-43,2012-02-03 10:30:00,4323,4,0,0,0,2831,1206,257,31,2
region-43,2012-02-03 10:45:00,4324,3,0,0,0,2819,1213,261,32,2
region-43,2012-02-03 11:00:00,4323,5,0,0,0,2815,1215,264,32,2
region-43,2012-02-03 11:15:00,4325,3,0,0,0,2802,1226,266,32,2
region-43,2012-02-03 11:30:00,4328,0,0,0,0,2788,1235,269,34,2
region-43,2012-02-03 11:45:00,4327,5,0,0,0,2781,1240,275,34,2
region-43,2012-02-03 12:00:00,4329,2,0,0,0,2769,1244,280,36,2
region-43,2012-02-03 12:15:00,4330,1,0,0,0,2762,1245,286,35,3
region-43,2012-02-03 12:30:00,4326,6,0,0,0,2756,1249,289,35,3
region-43,2012-02-03 12:45:00,4322,5,0,0,0,2745,1247,297,35,3
region-43,2012-02-03 13:00:00,4324,3,0,0,0,2732,1257,299,36,3
region-43,2012-02-03 13:15:00,4320,6,0,0,0,2713,1273,301,36,3
region-43,2012-02-03 13:30:00,4319,7,0,0,0,2700,1281,306,36,3
region-43,2012-02-03 13:45:00,4322,2,0,0,0,2688,1288,308,37,3
region-43,2012-02-03 14:00:00,5208,6,124,27,44,3346,1609,399,49,6
region-43,2012-02-03 14:15:00,5193,10,111,24,71,3334,1615,405,49,6
region-43,2012-02-03 14:30:00,5181,11,123,24,66,3319,1622,407,51,6
region-43,2012-02-03 14:45:00,5188,9,111,30,61,3308,1622,410,52,7
region-43,2012-02-03 15:00:00,5219,7,105,25,44,3293,1632,415,52,8
region-43,2012-02-03 15:15:00,5204,6,114,27,53,3280,1641,422,53,8
region-43,2012-02-03 15:30:00,5191,5,123,22,66,3270,1640,434,55,8
region-43,2012-02-03 15:45:00,5230,2,101,15,59,3253,1655,431,60,8
region-43,2012-02-03 16:00:00,5208,9,103,25,68,3238,1670,434,63,8
region-43,2012-02-03 16:15:00,5218,7,109,24,50,3224,1666,443,67,8
region-43,2012-02-03 16:30:00,5199,4,114,24,64,3206,1671,449,71,8
region-43,2012-02-03 16:45:00,5173,8,127,33,63,3196,1673,454,72,9
region-43,2012-02-03 17:00:00,5185,5,119,32,60,3182,1679,459,71,10
region-43,2012-02-03 17:15:00,5196,8,107,33,60,3170,1689,462,73,10
region-43,2012-02-03 17:30:00,5182,7,122,33,63,3156,1698,470,73,10
region-43,2012-02-03 17:45:00,5203,7,104,24,66,3139,1703,476,76,10
region-43,2012-02-03 18:00:00,5187,12,113,25,65,3119,1715,480,78,10
region-43,2012-02-03 18:15:00,5182,5,117,29,64,3100,1723,484,80,10
region-43,2012-02-03 18:30:00,5207,3,100,22,66,3084,1734,488,82,10
region-43,2012-02-03 18:45:00,5201,4,107,32,62,3071,1751,490,84,10
region-43,2012-02-03 19:00:00,5205,6,100,35,63,3063,1754,496,86,10
region-43,2012-02-03 19:15:00,5206,4,113,30,55,3056,1756,499,86,11
region-43,2012-02-03 19:30:00,5189,7,113,34,65,3043,1763,505,86,11
region-43,2012-02-03 19:45:00,5199,6,104,32,64,3030,1768,509,85,13
region-43,2012-02-03 20:00:00,5215,7,108,30,46,3023,1768,513,89,13
region-43,2012-02-03 20:15:00,5169,6,126,31,71,3008,1770,519,93,13
region-43,2012-02-03 20:30:00,5190,10,107,32,67,2991,1783,525,94,13
region-43,2012-02-03 20:45:00,5207,3,112,26,56,2981,1784,529,97,13
region-43,2012-02-03 21:00:00,5188,6,121,31,60,2964,1797,533,97,15
region-43,2012-02-03 21:15:00,5188,5,126,29,57,2954,1803,535,97,16
region-43,2012-02-03 21:30:00,5214,7,109,19,58,2949,1804,542,96,16
region-43,2012-02-03 21:45:00,5224,6,102,21,55,2940,1808,544,100,16
region-43,2012-02-03 22:00:00,5197,4,108,34,66,2925,1814,554,100,16
region-43,2012-02-03 22:15:00,5186,7,121,27,69,2913,1819,560,101,17
region-43,2012-02-03 22:30:00,5203,6,109,31,57,2900,1818,568,103,17
region-43,2012-02-03 22:45:00,5220,4,96,33,56,2882,1828,575,107,17
region-43,2012-02-03 23:00:00,5206,7,113,25,58,2866,1839,580,106,18
region-43,2012-02-03 23:15:00,5200,6,106,28,65,2853,1841,587,106,18
region-43,2012-02-03 23:30:00,5188,5,124,22,68,2840,1847,594,108,18
region-43,2012-02-03 23:45:00,5216,3,103,28,59,2829,1854,597,111,18
region-43,2012-02-04 00:00:00,5200,3,122,27,59,2818,1857,602,116,18
region-43,2012-02-04 00:15:00,5218,9,116,27,41,2806,1861,609,117,18
region-43,2012-02-04 00:30:00,5185,7,128,26,62,2798,1857,614,121,18
region-43,2012-02-04 00:45:00,5190,8,105,31,72,2787,1858,620,123,18
region-43,2012-02-04 01:00:00,4321,5,0,0,0,2236,1487,496,95,12
region-43,2012-02-04 01:15:00,4321,6,0,0,0,2222,1499,497,97,12
region-43,2012-02-04 01:30:00,4320,6,0,0,0,2212,1500,502,100,12
region-43,2012-02-04 01:45:00,4321,3,0,0,0,2197,1508,506,100,13
region-43,2012-02-04 02:00:00,4327,2,0,0,0,2195,1510,508,102,14
region-43,2012-02-04 02:15:00,4326,5,0,0,0,2189,1513,511,101,17
region-43,2012-02-04 02:30:00,4325,4,0,0,0,2186,1513,512,101,17
region-43,2012-02-04 02:45:00,4324,4,0,0,0,2180,1511,516,104,17
region-43,2012-02-04 03:00:00,4324,5,0,0,0,2172,1512,524,104,17
region-43,2012-02-04 03:15:00,4321,5,0,0,0,2159,1514,531,103,19
region-43,2012-02-04 03:30:00,4322,4,0,0,0,2144,1521,537,105,19
region-43,2012-02-04 03:45:00,4317,7,0,0,0,2128,1532,538,106,20
region-43,2012-02-04 04:00:00,4320,4,0,0,0,2113,1540,545,104,22
region-43,2012-02-04 04:15:00,4316,7,0,0,0,2106,1537,550,107,23
region-43,2012-02-04 04:30:00,4318,4,0,0,0,2091,1549,551,106,25
region-43,2012-02-04 04:45:00,4316,8,0,0,0,2086,1552,553,108,25
region-43,2012-02-04 05:00:00,4313,10,0,0,0,2075,1552,561,110,25
region-43,2012-02-04 05:15:00,4316,2,0,0,0,2063,1553,564,112,26
region-43,2012-02-04 05:30:00,4322,2,0,0,0,2061,1556,566,115,26
region-43,2012-02-04 05:45:00,4327,4,0,0,0,2062,1552,574,117,26
region-43,2012-02-04 06:00:00,4328,2,0,0,0,2053,1557,575,118,27
region-43,2012-02-04 06:15:00,4328,2,0,0,0,2047,1561,576,118,28
region-43,2012-02-04 06:30:00,4326,4,0,0,0,2033,1569,582,118,28
region-43,2012-02-04 06:45:00,4326,3,0,0,0,2026,1571,584,119,29
region-43,2012-02-04 07:00:00,4325,3,0,0,0,2013,1575,591,120,29
region-43,2012-02-04 07:15:00,4325,5,0,0,0,2008,1576,596,120,30
region-43,2012-02-04 07:30:00,4322,5,0,0,0,2003,1576,597,120,31
