businessunit,healthtime,a1,a2,a3,a4,a5,p1,p2,p3,p4,p5
2012-02-03 16:45:00,region-6,27279,27,645,158,165,16824,8854,2148,399,49
2012-02-03 17:00:00,region-6,27278,21,647,165,157,16756,8882,2175,402,53
2012-02-03 17:15:00,region-6,27312,25,623,171,139,16683,8909,2220,402,56
2012-02-03 17:30:00,region-6,27290,31,631,154,162,16627,8923,2252,410,56
2012-02-03 17:45:00,region-6,27301,21,596,194,149,16560,8951,2279,413,58
2012-02-03 18:00:00,region-6,27245,25,675,163,150,16496,8980,2298,423,61
2012-02-03 18:15:00,region-6,27324,20,618,152,147,16452,8990,2321,433,65
2012-02-03 18:30:00,region-6,27343,18,607,150,154,16383,9034,2349,440,66
2012-02-03 18:45:00,region-6,27364,22,603,153,135,16316,9071,2372,452,66
2012-02-03 19:00:00,region-6,27281,20,652,158,168,16250,9101,2394,468,66
2012-02-03 19:15:00,region-6,27346,22,603,142,173,16201,9121,2422,474,68
2012-02-03 19:30:00,region-6,27352,16,625,135,151,16134,9143,2451,480,71
2012-02-03 19:45:00,region-6,27380,13,600,155,145,16088,9159,2486,488,72
2012-02-03 20:00:00,region-6,27328,24,616,178,149,16036,9195,2492,500,72
2012-02-03 20:15:00,region-6,27271,25,675,148,167,15961,9229,2517,506,73
2012-02-03 20:30:00,region-6,27285,35,595,170,190,15884,9250,2555,511,75
2012-02-03 20:45:00,region-6,27338,21,603,147,149,15811,9278,2573,520,76
2012-02-03 21:00:00,region-6,27353,21,588,172,129,15742,9316,2601,525,79
2012-02-03 21:15:00,region-6,27329,22,626,136,164,15693,9336,2631,535,82
2012-02-03 21:30:00,region-6,27324,19,626,145,163,15647,9336,2667,543,84
2012-02-03 21:45:00,region-6,27327,21,620,158,149,15581,9359,2701,549,85
2012-02-03 22:00:00,region-6,27379,23,592,141,143,15529,9364,2738,559,88
2012-02-03 22:15:00,region-6,27313,18,611,182,153,15456,9401,2763,567,90
2012-02-03 22:30:00,region-6,27305,25,636,173,136,15404,9397,2807,575,92
2012-02-03 22:45:00,region-6,27329,18,610,148,167,15354,9399,2838,586,95
2012-02-03 23:00:00,region-6,27359,15,580,169,154,15298,9424,2861,596,98
2012-02-03 23:15:00,region-6,27353,16,590,160,160,15251,9446,2878,603,101
2012-02-03 23:30:00,region-6,27269,19,640,188,164,15180,9471,2907,620,102
2012-02-03 23:45:00,region-6,27334,27,610,151,164,15111,9514,2927,630,104
2012-02-04 00:00:00,region-6,28240,35,0,0,0,15047,9528,2956,639,105
2012-02-04 00:15:00,region-6,28231,28,0,0,0,14978,9550,2973,651,107
2012-02-04 00:30:00,region-6,28234,21,0,0,0,14923,9559,3005,657,111
2012-02-04 00:45:00,region-6,28242,24,0,0,0,14864,9573,3048,667,114
2012-02-04 01:00:00,region-6,28244,22,0,0,0,14802,9593,3084,668,119
2012-02-04 01:15:00,region-6,28246,24,0,0,0,14735,9627,3110,676,122
2012-02-04 01:30:00,region-6,28249,21,0,0,0,14680,9641,3144,682,123
2012-02-04 01:45:00,region-6,28254,18,0,0,0,14627,9648,3188,680,129
2012-02-04 02:00:00,region-6,28260,20,0,0,0,14562,9688,3200,700,130
2012-02-04 02:15:00,region-6,28255,25,0,0,0,14510,9707,3222,710,131
2012-02-04 02:30:00,region-6,28257,17,0,0,0,14457,9719,3246,716,136
2012-02-04 02:45:00,region-6,28247,27,0,0,0,14405,9737,3265,728,139
2012-02-04 03:00:00,region-6,28241,26,0,0,0,14350,9748,3294,733,142
2012-02-04 03:15:00,region-6,28251,18,0,0,0,14293,9760,3328,745,143
2012-02-04 03:30:00,region-6,28244,30,0,0,0,14232,9787,3354,756,145
2012-02-04 03:45:00,region-6,28244,25,0,0,0,14182,9798,3380,761,148
2012-02-04 04:00:00,region-6,28251,14,0,0,0,14120,9819,3409,765,152
2012-02-04 04:15:00,region-6,28262,15,0,0,0,14072,9822,3448,781,154
2012-02-04 04:30:00,region-6,28253,27,0,0,0,14017,9840,3473,795,155
2012-02-04 04:45:00,region-6,28257,24,0,0,0,13968,9855,3493,805,160
2012-02-04 05:00:00,region-6,28257,18,0,0,0,13910,9870,3511,822,162
2012-02-04 05:15:00,region-6,28241,31,0,0,0,13867,9872,3529,842,162
2012-02-04 05:30:00,region-6,28245,19,0,0,0,13809,9879,3561,851,164
2012-02-04 05:45:00,region-6,28249,19,0,0,0,13748,9890,3596,867,167
2012-02-04 06:00:00,region-6,28249,27,0,0,0,13687,9916,3625,877,171
2012-02-04 06:15:00,region-6,28245,23,0,0,0,13637,9913,3659,884,175
2012-02-04 06:30:00,region-6,28254,17,0,0,0,13580,9929,3689,895,178
2012-02-04 06:45:00,region-6,28239,31,0,0,0,13525,9956,3706,903,180
2012-02-04 07:00:00,region-6,28249,17,0,0,0,13467,9969,3725,916,189
2012-02-04 07:15:00,region-6,28246,23,0,0,0,13416,9996,3733,930,194
2012-02-04 07:30:00,region-6,28245,23,0,0,0,13353,10024,3754,942,195
2012-02-04 07:45:00,region-6,28240,27,0,0,0,13284,10046,3785,952,200
2012-02-04 08:00:00,region-6,28245,19,0,0,0,13243,10050,3807,962,202
2012-02-02 08:15:00,region-7,27998,25,0,0,0,27883,140,0,0,0
2012-02-02 08:30:00,region-7,27975,23,0,0,0,27748,249,1,0,0
2012-02-02 08:45:00,region-7,27954,26,0,0,0,27621,358,1,0,0
2012-02-02 09:00:00,region-7,27949,20,0,0,0,27494,473,2,0,0
2012-02-02 09:15:00,region-7,27950,18,0,0,0,27390,572,6,0,0
2012-02-02 09:30:00,region-7,27950,21,0,0,0,27279,683,9,0,0
2012-02-02 09:45:00,region-7,27950,20,0,0,0,27164,794,12,0,0
2012-02-02 10:00:00,region-7,27949,23,0,0,0,27054,902,16,0,0
2012-02-02 10:15:00,region-7,27948,19,0,0,0,26934,1015,18,0,0
2012-02-02 10:30:00,region-7,27954,19,0,0,0,26839,1110,24,0,0
2012-02-02 10:45:00,region-7,27944,29,0,0,0,26719,1226,28,0,0
2012-02-02 11:00:00,region-7,27103,21,560,139,138,26597,1332,32,0,0
2012-02-02 11:15:00,region-7,27110,17,578,134,128,26498,1433,35,1,0
2012-02-02 11:30:00,region-7,27124,29,570,125,117,26384,1544,35,2,0
2012-02-02 11:45:00,region-7,27126,25,548,116,145,26262,1654,42,2,0
2012-02-02 12:00:00,region-7,26979,28,625,163,164,26135,1771,51,2,0
2012-02-02 12:15:00,region-7,26984,26,629,152,171,26045,1854,61,2,0
2012-02-02 12:30:00,region-7,27091,29,564,124,150,25935,1953,68,2,0
2012-02-02 12:45:00,region-7,26984,17,628,160,164,25837,2041,73,2,0
2012-02-02 13:00:00,region-7,27018,25,598,164,159,25750,2137,75,2,0
2012-02-02 13:15:00,region-7,27035,21,596,157,148,25651,2216,88,2,0
2012-02-02 13:30:00,region-7,27025,20,597,160,160,25550,2311,98,3,0
2012-02-02 13:45:00,region-7,27009,27,591,173,173,25458,2404,106,5,0
2012-02-02 14:00:00,region-7,26955,14,626,160,209,25365,2481,112,6,0
2012-02-02 14:15:00,region-7,27047,29,590,149,156,25253,2592,119,7,0
2012-02-02 14:30:00,region-7,27015,20,623,157,149,25141,2689,127,7,0
2012-02-02 14:45:00,region-7,26988,35,596,181,171,25052,2776,136,7,0
2012-02-02 15:00:00,region-7,27053,16,605,143,143,24932,2873,148,7,0
2012-02-02 15:15:00,region-7,27092,18,598,115,143,24827,2973,159,7,0
2012-02-02 15:30:00,region-7,27007,19,627,167,152,24737,3065,162,8,0
2012-02-02 15:45:00,region-7,27040,20,592,172,150,24645,3145,174,10,0
2012-02-02 16:00:00,region-7,27019,18,606,167,166,24553,3227,186,10,0
2012-02-02 16:15:00,region-7,27004,22,617,163,176,24462,3315,193,12,0
2012-02-02 16:30:00,region-7,26954,22,641,178,176,24378,3374,207,12,0
2012-02-02 16:45:00,region-7,27001,20,620,176,158,24293,3451,219,12,0
2012-02-02 17:00:00,region-7,27008,23,631,157,151,24201,3529,227,13,0
2012-02-02 17:15:00,region-7,27004,19,617,170,160,24086,3632,239,13,0
2012-02-02 17:30:00,region-7,27039,16,603,152,159,23982,3718,255,14,0
2012-02-02 17:45:00,region-7,26994,22,617,172,168,23882,3805,271,15,0
2012-02-02 18:00:00,region-7,27017,25,594,154,178,23789,3880,283,16,0
2012-02-02 18:15:00,region-7,27010,22,598,161,174,23693,3959,296,17,0
2012-02-02 18:30:00,region-7,27027,19,614,161,142,23596,4040,309,18,0
2012-02-02 18:45:00,region-7,27008,18,637,160,147,23512,4111,328,19,0
2012-02-02 19:00:00,region-7,27001,26,615,144,190,23424,4185,348,19,0
2012-02-02 19:15:00,region-7,27013,19,618,176,145,23335,4253,362,21,0
2012-02-02 19:30:00,region-7,27059,23,592,154,142,23222,4342,383,23,0
2012-02-02 19:45:00,region-7,27022,14,616,166,152,23140,4406,400,24,0
2012-02-02 20:00:00,region-7,27080,27,590,145,132,23062,4476,411,25,0
2012-02-02 20:15:00,region-7,26953,22,660,154,182,22963,4555,427,26,0
2012-02-02 20:30:00,region-7,27051,19,573,165,156,22864,4627,447,26,0
2012-02-02 20:45:00,region-7,26967,20,654,163,167,22783,4691,471,26,0
2012-02-02 21:00:00,region-7,27023,24,592,164,168,22702,4753,487,29,0
2012-02-02 21:15:00,region-7,26989,15,636,155,174,22618,4817,503,30,1
2012-02-02 21:30:00,region-7,27056,22,609,147,143,22534,4886,525,31,1
2012-02-02 21:45:00,region-7,27031,22,640,139,143,22429,4972,538,35,1
2012-02-02 22:00:00,region-7,27869,18,50,18,21,22359,5012,567,37,1
2012-02-02 22:15:00,region-7,27861,24,56,18,18,22270,5080,588,38,1
2012-02-02 22:30:00,region-7,27858,29,49,11,21,22160,5153,614,40,1
2012-02-02 22:45:00,region-7,27850,16,71,14,11,22050,5240,629,42,1
2012-02-02 23:00:00,region-7,27936,28,0,0,0,21954,5317,648,44,1
2012-02-02 23:15:00,region-7,27928,28,0,0,0,21862,5387,660,46,1
2012-02-02 23:30:00,region-7,27922,31,0,0,0,21764,5454,685,49,1
2012-02-02 23:45:00,region-7,27926,19,0,0,0,21679,5510,705,50,1
2012-02-03 00:00:00,region-7,27934,22,0,0,0,21612,5565,723,55,1
2012-02-03 00:15:00,region-7,27939,22,0,0,0,21535,5625,744,56,1
2012-02-03 00:30:00,region-7,27940,21,0,0,0,21459,5681,763,57,1
2012-02-03 00:45:00,region-7,27942,23,0,0,0,21387,5738,780,59,1
2012-02-03 01:00:00,region-7,27939,25,0,0,0,21302,5802,799,60,1
2012-02-03 01:15:00,region-7,27958,10,0,0,0,21219,5863,824,60,2
2012-02-03 01:30:00,region-7,27962,13,0,0,0,21133,5927,848,65,2
2012-02-03 01:45:00,region-7,27965,19,0,0,0,21044,6000,870,68,2
2012-02-03 02:00:00,region-7,27962,21,0,0,0,20969,6046,895,71,2
2012-02-03 02:15:00,region-7,27957,24,0,0,0,20887,6101,915,76,2
2012-02-03 02:30:00,region-7,27945,26,0,0,0,20805,6157,929,77,3
2012-02-03 02:45:00,region-7,27941,20,0,0,0,20718,6215,947,78,3
2012-02-03 03:00:00,region-7,27948,20,0,0,0,20626,6284,968,87,3
2012-02-03 03:15:00,region-7,27940,27,0,0,0,20547,6332,995,90,3
2012-02-03 03:30:00,region-7,27937,28,0,0,0,20452,6409,1011,90,3
2012-02-03 03:45:00,region-7,27937,24,0,0,0,20376,6451,1039,91,4
2012-02-03 04:00:00,region-7,27935,20,0,0,0,20294,6515,1050,91,5
2012-02-03 04:15:00,region-7,27948,12,0,0,0,20216,6564,1080,95,5
2012-02-03 04:30:00,region-7,27949,22,0,0,0,20139,6625,1102,100,5
2012-02-03 04:45:00,region-7,27944,27,0,0,0,20062,6678,1119,107,5
2012-02-03 05:00:00,region-7,27950,22,0,0,0,20005,6699,1152,111,5
2012-02-03 05:15:00,region-7,27941,24,0,0,0,19914,6753,1177,115,6
2012-02-03 05:30:00,region-7,27940,25,0,0,0,19830,6806,1205,117,7
2012-02-03 05:45:00,region-7,27941,20,0,0,0,19747,6861,1225,121,7
2012-02-03 06:00:00,region-7,27948,23,0,0,0,19649,6945,1241,129,7
2012-02-03 06:15:00,region-7,27949,18,0,0,0,19577,6984,1264,132,10
2012-02-03 06:30:00,region-7,27950,20,0,0,0,19492,7043,1291,134,10
2012-02-03 06:45:00,region-7,27952,19,0,0,0,19411,7097,1312,140,11
2012-02-03 07:00:00,region-7,27964,14,0,0,0,19327,7161,1334,144,12
2012-02-03 07:15:00,region-7,27964,25,0,0,0,19259,7201,1370,147,12
2012-02-03 07:30:00,region-7,27954,21,0,0,0,19161,7252,1403,146,13
2012-02-03 07:45:00,region-7,27946,27,0,0,0,19090,7295,1424,150,14
2012-02-03 08:00:00,region-7,27946,19,0,0,0,19012,7339,1443,155,16
2012-02-03 08:15:00,region-7,27942,25,0,0,0,18946,7381,1465,159,16
2012-02-03 08:30:00,region-7,27948,20,0,0,0,18874,7423,1487,168,16
2012-02-03 08:45:00,region-7,27946,26,0,0,0,18805,7462,1515,174,16
2012-02-03 09:00:00,region-7,27940,23,0,0,0,18719,7509,1536,183,16
2012-02-03 09:15:00,region-7,27948,19,0,0,0,18659,7533,1572,187,16
2012-02-03 09:30:00,region-7,27950,21,0,0,0,18606,7570,1590,189,16
2012-02-03 09:45:00,region-7,27962,14,0,0,0,18546,7603,1618,193,16
2012-02-03 10:00:00,region-7,27959,21,0,0,0,18472,7655,1640,196,17
2012-02-03 10:15:00,region-7,27954,19,0,0,0,18386,7711,1660,198,18
2012-02-03 10:30:00,region-7,27952,28,0,0,0,18323,7749,1689,200,19
2012-02-03 10:45:00,region-7,27951,16,0,0,0,18256,7779,1708,204,20
2012-02-03 11:00:00,region-7,27073,29,545,163,162,18209,7791,1735,216,21
2012-02-03 11:15:00,region-7,27076,22,573,138,151,18139,7827,1752,221,21
2012-02-03 11:30:00,region-7,27100,28,567,144,123,18088,7849,1774,230,21
2012-02-03 11:45:00,region-7,27041,28,582,154,149,18017,7879,1791,245,22
2012-02-03 12:00:00,region-7,26998,30,592,178,151,17940,7915,1823,249,22
2012-02-03 12:15:00,region-7,26944,23,637,163,173,17848,7973,1843,254,22
2012-02-03 12:30:00,region-7,27009,24,599,158,161,17770,8025,1873,260,23
2012-02-03 12:45:00,region-7,26940,26,654,180,162,17717,8060,1893,267,25
2012-02-03 13:00:00,region-7,26982,27,615,151,189,17660,8081,1923,274,26
2012-02-03 13:15:00,region-7,27052,22,578,154,151,17591,8109,1945,285,27
2012-02-03 13:30:00,region-7,27056,24,590,151,136,17521,8153,1963,292,28
2012-02-03 13:45:00,region-7,26971,31,628,161,167,17463,8189,1980,296,30
2012-02-03 14:00:00,region-7,27001,19,617,167,146,17374,8241,1999,305,31
2012-02-03 14:15:00,region-7,27049,21,603,162,127,17316,8272,2030,311,33
2012-02-03 14:30:00,region-7,27061,20,568,147,172,17240,8329,2048,317,34
2012-02-03 14:45:00,region-7,27008,19,623,140,181,17171,8369,2075,321,35
2012-02-03 15:00:00,region-7,27034,26,593,175,147,17103,8401,2100,334,37
2012-02-03 15:15:00,region-7,26947,28,666,156,166,17025,8447,2111,342,38
2012-02-03 15:30:00,region-7,27048,18,615,148,136,16961,8479,2140,345,40
2012-02-03 15:45:00,region-7,26985,19,655,161,149,16908,8497,2173,348,43
2012-02-03 16:00:00,region-7,27011,21,618,172,151,16848,8525,2199,354,47
2012-02-03 16:15:00,region-7,27042,28,632,147,128,16780,8567,2221,362,47
2012-02-03 16:30:00,region-7,27004,21,608,181,151,16720,8579,2250,368,48
2012-02-03 16:45:00,region-7,27035,21,619,147,142,16658,8594,2281,381,50
2012-02-03 17:00:00,region-7,27002,15,613,184,155,16597,8620,2314,387,51
2012-02-03 17:15:00,region-7,26982,23,633,163,172,16524,8664,2336,395,54
2012-02-03 17:30:00,region-7,27059,22,588,141,163,16461,8694,2357,404,57
2012-02-03 17:45:00,region-7,27027,28,599,181,139,16397,8716,2389,415,57
2012-02-03 18:00:00,region-7,27006,22,623,157,154,16317,8744,2415,428,58
2012-02-03 18:15:00,region-7,27000,20,611,170,159,16249,8786,2432,435,58
2012-02-03 18:30:00,region-7,27034,21,609,148,157,16199,8814,2455,438,63
2012-02-03 18:45:00,region-7,27027,23,606,158,154,16134,8843,2484,441,66
2012-02-03 19:00:00,region-7,26991,32,628,167,146,16079,8856,2516,446,67
2012-02-03 19:15:00,region-7,27077,21,590,126,143,16017,8859,2547,467,67
2012-02-03 19:30:00,region-7,26957,20,624,178,178,15940,8897,2573,479,68
2012-02-03 19:45:00,region-7,26936,24,629,189,178,15873,8923,2603,487,70
2012-02-03 20:00:00,region-7,27007,24,618,172,144,15819,8951,2628,496,71
2012-02-03 20:15:00,region-7,26929,31,674,155,174,15753,8970,2666,502,72
2012-02-03 20:30:00,region-7,27003,15,625,166,149,15700,8979,2692,513,74
2012-02-03 20:45:00,region-7,26988,20,638,170,145,15635,9002,2721,526,77
2012-02-03 21:00:00,region-7,27000,27,625,154,162,15587,9021,2746,536,78
2012-02-03 21:15:00,region-7,26956,18,656,163,171,15527,9040,2773,544,80
2012-02-03 21:30:00,region-7,27003,24,628,155,162,15467,9062,2808,553,82
2012-02-03 21:45:00,region-7,27026,21,647,145,131,15404,9096,2832,555,83
2012-02-03 22:00:00,region-7,27871,11,58,15,13,15345,9122,2852,563,86
2012-02-03 22:15:00,region-7,27855,26,62,16,18,15284,9156,2876,575,86
2012-02-03 22:30:00,region-7,27870,22,54,10,12,15219,9178,2902,583,86
2012-02-03 22:45:00,region-7,27864,22,59,12,12,15152,9207,2925,597,88
2012-02-03 23:00:00,region-7,27956,19,0,0,0,15089,9237,2957,601,91
2012-02-03 23:15:00,region-7,27951,21,0,0,0,15011,9276,2978,612,95
2012-02-03 23:30:00,region-7,27956,16,0,0,0,14953,9296,2999,626,98
2012-02-03 23:45:00,region-7,27954,25,0,0,0,14892,9318,3031,640,98
2012-02-04 00:00:00,region-7,27951,22,0,0,0,14826,9346,3047,653,101
2012-02-04 00:15:00,region-7,27949,20,0,0,0,14760,9369,3077,660,103
2012-02-04 00:30:00,region-7,27943,25,0,0,0,14689,9404,3101,667,107
2012-02-04 00:45:00,region-7,27929,31,0,0,0,14628,9420,3126,675,111
2012-02-04 01:00:00,region-7,27936,20,0,0,0,14548,9460,3156,678,114
2012-02-04 01:15:00,region-7,27932,31,0,0,0,14493,9475,3188,692,115
2012-02-04 01:30:00,region-7,27931,19,0,0,0,14435,9495,3203,701,116
2012-02-04 01:45:00,region-7,27946,19,0,0,0,14393,9518,3217,718,119
2012-02-04 02:00:00,region-7,27948,24,0,0,0,14339,9537,3241,735,120
2012-02-04 02:15:00,region-7,27949,20,0,0,0,14291,9547,3256,751,124
2012-02-04 02:30:00,region-7,27956,19,0,0,0,14244,9564,3277,755,135
2012-02-04 02:45:00,region-7,27947,24,0,0,0,14193,9569,3311,758,140
2012-02-04 03:00:00,region-7,27944,22,0,0,0,14140,9584,3333,767,142
2012-02-04 03:15:00,region-7,27944,21,0,0,0,14082,9608,3353,776,146
2012-02-04 03:30:00,region-7,27950,16,0,0,0,14031,9623,3381,782,149
2012-02-04 03:45:00,region-7,27954,18,0,0,0,13973,9644,3419,785,151
2012-02-04 04:00:00,region-7,27936,35,0,0,0,13921,9667,3428,801,154
2012-02-04 04:15:00,region-7,27939,24,0,0,0,13854,9693,3448,812,156
2012-02-04 04:30:00,region-7,27938,22,0,0,0,13800,9694,3488,818,160
2012-02-04 04:45:00,region-7,27950,24,0,0,0,13767,9700,3520,825,162
2012-02-04 05:00:00,region-7,27945,27,0,0,0,13717,9716,3541,834,164
2012-02-04 05:15:00,region-7,27943,23,0,0,0,13657,9743,3556,842,168
2012-02-04 05:30:00,region-7,27951,9,0,0,0,13606,9746,3587,852,169
2012-02-04 05:45:00,region-7,27944,28,0,0,0,13569,9737,3629,860,177
2012-02-04 06:00:00,region-7,27948,16,0,0,0,13501,9764,3646,872,181
2012-02-04 06:15:00,region-7,27964,17,0,0,0,13449,9790,3678,882,182
2012-02-04 06:30:00,region-7,27953,27,0,0,0,13396,9801,3696,901,186
2012-02-04 06:45:00,region-7,27948,22,0,0,0,13345,9796,3724,917,188
2012-02-04 07:00:00,region-7,27953,15,0,0,0,13282,9818,3750,927,191
2012-02-04 07:15:00,region-7,27950,27,0,0,0,13232,9844,3771,935,195
2012-02-04 07:30:00,region-7,27951,20,0,0,0,13183,9857,3788,947,196
2012-02-04 07:45:00,region-7,27951,21,0,0,0,13147,9855,3814,957,199
2012-02-04 08:00:00,region-7,27926,42,0,0,0,13094,9861,3851,960,202
2012-02-02 08:15:00,region-8,27532,27,0,0,0,27468,91,0,0,0
2012-02-02 08:30:00,region-8,27510,22,0,0,0,27333,199,0,0,0
2012-02-02 08:45:00,region-8,27494,23,0,0,0,27209,308,0,0,0
2012-02-02 09:00:00,region-8,27484,24,0,0,0,27109,396,3,0,0
2012-02-02 09:15:00,region-8,27476,16,0,0,0,26982,507,3,0,0
2012-02-02 09:30:00,region-8,27479,20,0,0,0,26896,597,6,0,0
2012-02-02 09:45:00,region-8,27487,25,0,0,0,26799,704,9,0,0
2012-02-02 10:00:00,region-8,27485,20,0,0,0,26669,827,9,0,0
2012-02-02 10:15:00,region-8,27485,19,0,0,0,26579,915,10,0,0
2012-02-02 10:30:00,region-8,27495,15,0,0,0,26490,1005,15,0,0
2012-02-02 10:45:00,region-8,27491,22,0,0,0,26390,1104,19,0,0
2012-02-02 11:00:00,region-8,27494,19,0,0,0,26273,1217,23,0,0
2012-02-02 11:15:00,region-8,27491,20,0,0,0,26161,1325,24,1,0
2012-02-02 11:30:00,region-8,27490,18,0,0,0,26057,1422,28,1,0
2012-02-02 11:45:00,region-8,27490,21,0,0,0,25976,1501,33,1,0
2012-02-02 12:00:00,region-8,27478,31,0,0,0,25879,1591,38,1,0
2012-02-02 12:15:00,region-8,27479,20,0,0,0,25757,1699,41,2,0
2012-02-02 12:30:00,region-8,27477,27,0,0,0,25654,1801,47,2,0
2012-02-02 12:45:00,region-8,27476,20,0,0,0,25560,1879,54,3,0
2012-02-02 13:00:00,region-8,27476,18,0,0,0,25455,1975,61,3,0
2012-02-02 13:15:00,region-8,27482,19,0,0,0,25364,2068,66,3,0
2012-02-02 13:30:00,region-8,27472,32,0,0,0,25267,2157,76,4,0
2012-02-02 13:45:00,region-8,27464,34,0,0,0,25156,2254,84,4,0
2012-02-02 14:00:00,region-8,27386,20,62,14,14,25041,2356,95,4,0
2012-02-02 14:15:00,region-8,27372,23,60,20,23,24939,2448,107,4,0
2012-02-02 14:30:00,region-8,27385,22,67,18,10,24860,2528,110,4,0
2012-02-02 14:45:00,region-8,27374,26,63,16,25,24759,2623,118,4,0
2012-02-02 15:00:00,region-8,26540,21,612,159,166,24659,2708,127,4,0
2012-02-02 15:15:00,region-8,26565,17,593,166,158,24560,2791,143,5,0
2012-02-02 15:30:00,region-8,26589,27,603,144,135,24473,2865,155,5,0
2012-02-02 15:45:00,region-8,26602,12,621,130,136,24371,2960,165,5,0
2012-02-02 16:00:00,region-8,26562,24,618,164,141,24291,3033,179,6,0
2012-02-02 16:15:00,region-8,26562,12,627,141,160,24197,3103,196,6,0
2012-02-02 16:30:00,region-8,26597,21,566,161,166,24117,3183,202,9,0
2012-02-02 16:45:00,region-8,26540,22,616,165,167,24025,3260,216,9,0
2012-02-02 17:00:00,region-8,26529,25,621,166,168,23929,3334,236,10,0
2012-02-02 17:15:00,region-8,26558,25,598,154,169,23820,3427,246,11,0
2012-02-02 17:30:00,region-8,26573,20,600,160,146,23730,3498,260,11,0
2012-02-02 17:45:00,region-8,26588,20,598,147,154,23627,3595,273,12,0
2012-02-02 18:00:00,region-8,26576,19,606,151,157,23530,3684,280,15,0
2012-02-02 18:15:00,region-8,26583,18,608,134,167,23431,3769,293,17,0
2012-02-02 18:30:00,region-8,26570,16,614,160,153,23329,3865,302,17,0
2012-02-02 18:45:00,region-8,26550,20,637,138,163,23235,3938,317,18,0
2012-02-02 19:00:00,region-8,26562,30,626,145,147,23148,4007,335,19,1
2012-02-02 19:15:00,region-8,26514,22,611,188,163,23043,4081,352,21,1
2012-02-02 19:30:00,region-8,26533,16,635,149,163,22949,4167,357,22,1
2012-02-02 19:45:00,region-8,26555,27,609,155,151,22860,4234,379,23,1
2012-02-02 20:00:00,region-8,26518,22,647,163,149,22769,4307,399,23,1
2012-02-02 20:15:00,region-8,26555,8,606,164,171,22687,4372,420,24,1
2012-02-02 20:30:00,region-8,26594,23,616,155,136,22595,4464,440,24,1
2012-02-02 20:45:00,region-8,26559,21,592,167,177,22488,4544,456,27,1
2012-02-02 21:00:00,region-8,26577,19,612,154,149,22410,4594,476,30,1
2012-02-02 21:15:00,region-8,26512,24,643,154,172,22333,4647,492,31,2
2012-02-02 21:30:00,region-8,26556,10,628,151,162,22268,4696,507,34,2
2012-02-02 21:45:00,region-8,26573,28,613,148,160,22191,4765,526,38,2
2012-02-02 22:00:00,region-8,26632,25,583,147,124,22098,4832,538,41,2
2012-02-02 22:15:00,region-8,26594,16,580,137,174,22020,4883,555,41,2
2012-02-02 22:30:00,region-8,26563,20,616,159,143,21922,4957,578,42,2
2012-02-02 22:45:00,region-8,26557,28,609,157,158,21833,5034,594,46,2
2012-02-02 23:00:00,region-8,26524,22,649,149,159,21734,5102,616,49,2
2012-02-02 23:15:00,region-8,26531,22,643,150,150,21651,5151,639,53,2
2012-02-02 23:30:00,region-8,26571,23,596,158,147,21559,5225,655,54,2
2012-02-02 23:45:00,region-8,26545,24,634,139,152,21479,5280,677,56,2
2012-02-03 00:00:00,region-8,26541,21,634,140,163,21404,5339,696,58,2
2012-02-03 00:15:00,region-8,26554,14,588,180,175,21344,5387,718,60,2
2012-02-03 00:30:00,region-8,26607,25,579,148,156,21248,5456,747,62,2
2012-02-03 00:45:00,region-8,26538,24,609,171,167,21164,5517,761,65,2
2012-02-03 01:00:00,region-8,26659,27,537,129,151,21058,5595,780,68,2
2012-02-03 01:15:00,region-8,26594,32,581,132,157,20967,5656,801,70,2
2012-02-03 01:30:00,region-8,26647,26,537,135,137,20873,5719,816,72,2
2012-02-03 01:45:00,region-8,26660,21,558,128,130,20808,5772,842,72,3
2012-02-03 02:00:00,region-8,27483,18,0,0,0,20740,5820,858,80,3
2012-02-03 02:15:00,region-8,27488,17,0,0,0,20644,5898,875,85,3
2012-02-03 02:30:00,region-8,27487,23,0,0,0,20557,5964,895,90,4
2012-02-03 02:45:00,region-8,27475,31,0,0,0,20478,6014,919,90,5
2012-02-03 03:00:00,region-8,27475,20,0,0,0,20376,6084,938,92,5
2012-02-03 03:15:00,region-8,27478,16,0,0,0,20291,6150,955,93,5
2012-02-03 03:30:00,region-8,27485,14,0,0,0,20205,6222,964,102,6
2012-02-03 03:45:00,region-8,27494,22,0,0,0,20141,6278,989,100,8
2012-02-03 04:00:00,region-8,27493,20,0,0,0,20052,6340,1006,107,8
2012-02-03 04:15:00,region-8,27488,23,0,0,0,19961,6407,1025,110,8
2012-02-03 04:30:00,region-8,27484,21,0,0,0,19876,6461,1044,116,8
2012-02-03 04:45:00,region-8,27478,25,0,0,0,19795,6509,1072,118,9
2012-02-03 05:00:00,region-8,27481,21,0,0,0,19720,6559,1090,123,10
2012-02-03 05:15:00,region-8,27480,26,0,0,0,19649,6608,1112,124,13
2012-02-03 05:30:00,region-8,27479,19,0,0,0,19572,6657,1129,127,13
2012-02-03 05:45:00,region-8,27479,24,0,0,0,19500,6700,1157,133,13
2012-02-03 06:00:00,region-8,27486,16,0,0,0,19416,6752,1181,140,13
2012-02-03 06:15:00,region-8,27488,19,0,0,0,19338,6810,1203,142,14
2012-02-03 06:30:00,region-8,27490,22,0,0,0,19268,6858,1221,150,15
