time,regionold,pol1,pol2,pol3,pol4,pol5,act1,act2,act3,act4,act5,expected,reported,order,size,nightmachinediff,daymachinediff,sizepol,sumnumconnections,avnumconn,region
2012-02-03 22:15:00,region-4,18847,12459,4211,935,169,36583,38,0,0,0,0,6507,46,10000,6507,0,36621,760377,20.7634144343,L-4
2012-02-03 22:30:00,region-4,18775,12481,4239,944,179,36586,32,0,0,0,0,6508,46,10000,6508,0,36618,763176,20.8415533344,L-4
2012-02-03 22:45:00,region-4,18710,12496,4280,952,185,36584,39,0,0,0,0,6514,46,10000,6514,0,36623,759116,20.7278486197,L-4
2012-02-03 23:00:00,region-4,18637,12521,4308,962,187,36587,28,0,0,0,0,6516,46,10000,6516,0,36615,761317,20.7924894169,L-4
2012-02-03 23:15:00,region-4,18556,12556,4343,974,191,36584,36,0,0,0,0,6513,46,10000,6513,0,36620,765114,20.8933369743,L-4
2012-02-03 23:30:00,region-4,18488,12579,4370,985,195,36591,26,0,0,0,0,6514,46,10000,6514,0,36617,757731,20.6934210886,L-4
2012-02-03 23:45:00,region-4,18427,12597,4416,990,198,36594,34,0,0,0,0,6512,46,10000,6512,0,36628,757403,20.6782516108,L-4
2012-02-04 00:00:00,region-4,18364,12615,4436,1007,201,36592,31,0,0,0,0,6510,46,10000,6510,0,36623,762794,20.8282773121,L-4
2012-02-04 00:15:00,region-4,18287,12650,4470,1020,206,36591,42,0,0,0,0,6519,46,10000,6519,0,36633,758597,20.708022821,L-4
2012-02-04 00:30:00,region-4,18211,12660,4515,1025,211,36588,34,0,0,0,0,6516,46,10000,6516,0,36622,761472,20.7927475288,L-4
2012-02-04 00:45:00,region-4,18160,12664,4550,1038,213,36585,40,0,0,0,0,6513,46,10000,6513,0,36625,756151,20.6457610922,L-4
2012-02-04 01:00:00,region-4,18085,12693,4578,1048,215,36579,40,0,0,0,0,6511,46,10000,6511,0,36619,756527,20.6594117808,L-4
2012-02-04 01:15:00,region-4,18015,12724,4585,1061,224,36578,31,0,0,0,0,6502,46,10000,6502,0,36609,761605,20.8037641017,L-4
2012-02-04 01:30:00,region-4,17952,12746,4618,1072,227,36594,21,0,0,0,0,6513,46,10000,6513,0,36615,758987,20.7288542947,L-4
2012-02-04 01:45:00,region-4,17902,12745,4662,1086,232,36586,41,0,0,0,0,6513,46,10000,6513,0,36627,758870,20.7188685942,L-4
2012-02-04 02:00:00,region-4,17838,12756,4695,1096,236,36590,31,0,0,0,0,6514,46,10000,6514,0,36621,761873,20.8042653123,L-4
2012-02-04 02:15:00,region-4,17760,12791,4726,1112,241,36601,29,0,0,0,0,6518,46,10000,6518,0,36630,760190,20.7532077532,L-4
2012-02-04 02:30:00,region-4,17673,12826,4745,1134,247,36589,36,0,0,0,0,6512,46,10000,6512,0,36625,757728,20.6888191126,L-4
2012-02-04 02:45:00,region-4,17602,12840,4777,1153,253,36601,24,0,0,0,0,6514,46,10000,6514,0,36625,760593,20.7670443686,L-4
2012-02-04 03:00:00,region-4,17535,12857,4818,1168,256,36607,27,0,0,0,0,6522,46,10000,6522,0,36634,759596,20.7347273025,L-4
2012-02-04 03:15:00,region-4,17485,12872,4844,1175,263,36605,34,0,0,0,0,6523,46,10000,6523,0,36639,764276,20.8596304484,L-4
2012-02-04 03:30:00,region-4,17418,12886,4876,1189,266,36611,24,0,0,0,0,6524,46,10000,6524,0,36635,757891,20.6876211273,L-4
2012-02-04 03:45:00,region-4,17359,12904,4908,1197,271,36609,30,0,0,0,0,6527,46,10000,6527,0,36639,753037,20.5528808101,L-4
2012-02-04 04:00:00,region-4,17301,12912,4943,1208,271,36593,42,0,0,0,0,6522,46,10000,6522,0,36635,760076,20.7472635458,L-4
2012-02-04 04:15:00,region-4,2149,1595,579,154,37,4510,4,0,0,0,0,1694,46,10000,1694,0,4514,68980,15.2813469207,L-4
2012-02-04 04:30:00,region-4,2143,1597,583,154,38,4510,5,0,0,0,0,1694,46,10000,1694,0,4515,68421,15.1541528239,L-4
2012-02-04 04:45:00,region-4,2135,1597,583,158,38,4506,5,0,0,0,0,1692,46,10000,1692,0,4511,68882,15.2697849701,L-4
2012-02-04 05:00:00,region-4,2126,1600,584,163,38,4507,4,0,0,0,0,1690,46,10000,1690,0,4511,68131,15.103303037,L-4
2012-02-02 03:15:00,region-5,0,34639,0,0,0,34604,35,0,0,0,0,5955,39,10000,5955,0,34639,726244,20.9660786974,L-5
2012-02-02 03:30:00,region-5,0,34604,0,0,0,34576,28,0,0,0,0,5945,39,10000,5945,0,34604,722211,20.870737487,L-5
2012-02-02 03:45:00,region-5,0,34582,1,0,0,34553,30,0,0,0,0,5939,39,10000,5939,0,34583,722707,20.8977532314,L-5
2012-02-02 04:00:00,region-5,0,34565,2,0,0,34536,31,0,0,0,0,5935,39,10000,5935,0,34567,725689,20.993693407,L-5
2012-02-02 04:15:00,region-5,0,36228,5,0,0,36201,32,0,0,0,0,6570,39,10000,6570,0,36233,746731,20.6091408385,L-5
2012-02-02 04:30:00,region-5,0,36227,7,0,0,36195,39,0,0,0,0,6563,39,10000,6563,0,36234,743079,20.5077827455,L-5
2012-02-02 04:45:00,region-5,0,36221,8,0,0,36201,28,0,0,0,0,6567,39,10000,6567,0,36229,746813,20.6136796489,L-5
2012-02-02 05:00:00,region-5,0,36224,11,0,0,36197,38,0,0,0,0,6573,39,10000,6573,0,36235,746180,20.5927970195,L-5
2012-02-02 05:15:00,region-5,0,36217,14,1,0,36209,23,0,0,0,0,6566,39,10000,6566,0,36232,749987,20.6995749614,L-5
2012-02-02 05:30:00,region-5,0,36218,19,1,0,36209,29,0,0,0,0,6568,39,10000,6568,0,36238,749613,20.6858270324,L-5
2012-02-02 05:45:00,region-5,0,36220,22,1,0,36203,40,0,0,0,0,6566,39,10000,6566,0,36243,746819,20.6058825152,L-5
2012-02-02 06:00:00,region-5,0,36200,28,1,0,36196,33,0,0,0,0,6557,39,10000,6557,0,36229,746504,20.60515057,L-5
2012-02-02 06:15:00,region-5,0,36197,30,1,0,36196,32,0,0,0,0,6564,39,10000,6564,0,36228,744213,20.542480954,L-5
2012-02-02 06:30:00,region-5,0,36194,33,1,0,36193,35,0,0,0,0,6568,39,10000,6568,0,36228,746592,20.6081483935,L-5
2012-02-02 06:45:00,region-5,0,36187,42,1,0,36200,30,0,0,0,0,6568,39,10000,6568,0,36230,744589,20.5517250897,L-5
2012-02-02 07:00:00,region-5,0,40474,56,1,0,39036,36,894,207,358,11000,10868,39,10000,0,132,40531,1765454,43.55811601,L-5
2012-02-02 07:15:00,region-5,0,40452,71,2,0,39163,35,804,192,331,11000,10858,39,10000,0,142,40525,1766920,43.6007402838,L-5
2012-02-02 07:30:00,region-5,0,40451,81,2,0,39131,39,812,216,336,11000,10870,39,10000,0,130,40534,1773784,43.7603986777,L-5
2012-02-02 07:45:00,region-5,0,40430,90,3,0,39086,39,834,199,365,11000,10863,39,10000,0,137,40523,1775695,43.8194358759,L-5
2012-02-02 08:00:00,region-5,0,40424,98,5,0,39007,47,865,255,353,11000,10869,39,10000,0,131,40527,1765770,43.570212451,L-5
2012-02-02 08:15:00,region-5,0,40398,111,5,0,39028,43,846,223,374,11000,10862,39,10000,0,138,40514,1759929,43.4400207336,L-5
2012-02-02 08:30:00,region-5,0,40385,118,5,0,39064,36,838,232,338,11000,10858,39,10000,0,142,40508,1771886,43.7416312827,L-5
2012-02-02 08:45:00,region-5,0,40383,127,5,0,39050,40,843,211,371,11000,10858,39,10000,0,142,40515,1759621,43.4313464149,L-5
2012-02-02 09:00:00,region-5,0,40375,140,7,0,39035,52,875,219,341,11000,10862,39,10000,0,138,40522,1763647,43.5231972756,L-5
2012-02-02 09:15:00,region-5,0,40342,155,7,0,38978,48,878,243,357,11000,10865,39,10000,0,135,40504,1763057,43.5279725459,L-5
2012-02-02 09:30:00,region-5,0,40316,169,8,0,39013,37,896,226,321,11000,10862,39,10000,0,138,40493,1767835,43.6577927049,L-5
2012-02-02 09:45:00,region-5,0,40319,184,8,0,39016,53,845,232,365,11000,10859,39,10000,0,141,40511,1764779,43.5629582089,L-5
2012-02-02 10:00:00,region-5,0,40295,204,8,0,39002,35,877,258,335,11000,10846,39,10000,0,154,40507,1772785,43.7649048313,L-5
2012-02-02 10:15:00,region-5,0,40301,215,9,0,39020,49,889,224,343,11000,10857,39,10000,0,143,40525,1759431,43.4159407773,L-5
2012-02-02 10:30:00,region-5,0,40276,227,10,0,38991,35,907,224,356,11000,10849,39,10000,0,151,40513,1766304,43.5984498803,L-5
2012-02-02 10:45:00,region-5,0,40263,246,10,0,39045,42,882,194,356,11000,10856,39,10000,0,144,40519,1767377,43.6184752832,L-5
2012-02-02 11:00:00,region-5,0,40251,265,11,0,39052,40,891,211,333,11000,10859,39,10000,0,141,40527,1766502,43.5882744837,L-5
2012-02-02 11:15:00,region-5,0,40230,285,11,1,38951,41,940,231,364,11000,10856,39,10000,0,144,40527,1769657,43.6661238187,L-5
2012-02-02 11:30:00,region-5,0,40203,306,13,1,39001,42,876,221,383,11000,10853,39,10000,0,147,40523,1767790,43.6243614737,L-5
2012-02-02 11:45:00,region-5,0,40184,324,12,2,38994,48,914,218,348,11000,10858,39,10000,0,142,40522,1766869,43.6027096392,L-5
2012-02-02 12:00:00,region-5,0,40156,339,15,2,39032,43,848,237,352,11000,10855,39,10000,0,145,40512,1762502,43.5056773302,L-5
2012-02-02 12:15:00,region-5,0,40131,359,15,2,38990,48,889,231,349,11000,10852,39,10000,0,148,40507,1768850,43.6677611277,L-5
2012-02-02 12:30:00,region-5,0,40112,375,16,2,39094,38,861,203,309,11000,10857,39,10000,0,143,40505,1766224,43.6050857919,L-5
2012-02-02 12:45:00,region-5,0,40095,394,19,2,39081,50,822,208,349,11000,10856,39,10000,0,144,40510,1762972,43.5194273019,L-5
2012-02-02 13:00:00,region-5,0,40068,410,19,2,39033,39,865,209,353,11000,10854,39,10000,0,146,40499,1760375,43.467122645,L-5
2012-02-02 13:15:00,region-5,0,40049,434,20,2,39091,31,821,232,330,11000,10858,39,10000,0,142,40505,1762292,43.5080113566,L-5
2012-02-02 13:30:00,region-5,0,40050,460,20,2,39042,42,867,229,352,11000,10863,39,10000,0,137,40532,1766797,43.5901756637,L-5
2012-02-02 13:45:00,region-5,0,40026,485,22,2,39079,36,894,202,324,11000,10865,39,10000,0,135,40535,1775654,43.8054520785,L-5
2012-02-02 14:00:00,region-5,0,39995,508,25,2,39076,40,832,212,370,11000,10865,39,10000,0,135,40530,1758535,43.3884776709,L-5
2012-02-02 14:15:00,region-5,0,39955,537,26,2,39099,32,887,192,310,11000,10856,39,10000,0,144,40520,1765840,43.5794669299,L-5
2012-02-02 14:30:00,region-5,0,39945,552,28,2,39050,38,897,212,330,11000,10854,39,10000,0,146,40527,1760535,43.4410393071,L-5
2012-02-02 14:45:00,region-5,0,39918,578,30,2,39059,31,858,236,344,11000,10858,39,10000,0,142,40528,1767558,43.6132550336,L-5
2012-02-02 15:00:00,region-5,0,39906,592,34,2,39054,40,865,214,361,11000,10865,39,10000,0,135,40534,1765725,43.5615779346,L-5
2012-02-02 15:15:00,region-5,0,39876,619,37,2,39084,24,849,239,338,11000,10860,39,10000,0,140,40534,1772246,43.7224552228,L-5
2012-02-02 15:30:00,region-5,0,39851,654,40,2,39102,40,873,194,338,11000,10865,39,10000,0,135,40547,1767873,43.6005869731,L-5
2012-02-02 15:45:00,region-5,0,39808,674,44,2,39062,38,880,195,353,11000,10851,39,10000,0,149,40528,1767782,43.6187820766,L-5
2012-02-02 16:00:00,region-5,0,39785,691,48,2,39119,32,826,192,357,11000,10851,39,10000,0,149,40526,1766696,43.5941370972,L-5
2012-02-02 16:15:00,region-5,0,39750,730,47,3,38982,41,937,207,363,11000,10854,39,10000,0,146,40530,1766118,43.5755736491,L-5
2012-02-02 16:30:00,region-5,0,39722,748,51,3,39013,52,873,227,359,11000,10852,39,10000,0,148,40524,1762604,43.4953114204,L-5
2012-02-02 16:45:00,region-5,0,39690,772,52,3,39047,44,843,228,355,11000,10862,39,10000,0,138,40517,1766793,43.6062146753,L-5
2012-02-02 17:00:00,region-5,0,39648,796,56,3,39021,45,868,229,340,11000,10851,39,10000,0,149,40503,1762316,43.51075229,L-5
2012-02-02 17:15:00,region-5,0,39629,818,58,3,38991,30,867,256,364,11000,10848,39,10000,0,152,40508,1772259,43.7508393404,L-5
2012-02-02 17:30:00,region-5,0,39616,848,58,3,39016,29,901,228,351,11000,10849,39,10000,0,151,40525,1763955,43.5275755706,L-5
2012-02-02 17:45:00,region-5,0,39605,875,59,5,39005,40,937,205,357,11000,10865,39,10000,0,135,40544,1769142,43.6351124704,L-5
2012-02-02 18:00:00,region-5,0,35366,815,58,5,36220,24,0,0,0,0,6574,39,10000,6574,0,36244,749684,20.6843615495,L-5
2012-02-02 18:15:00,region-5,0,35353,832,61,5,36227,24,0,0,0,0,6577,39,10000,6577,0,36251,747803,20.6284792144,L-5
2012-02-02 18:30:00,region-5,0,35326,853,63,5,36213,34,0,0,0,0,6576,39,10000,6576,0,36247,748289,20.6441636549,L-5
2012-02-02 18:45:00,region-5,0,35286,879,66,5,36208,28,0,0,0,0,6571,39,10000,6571,0,36236,746905,20.6122364499,L-5
2012-02-02 19:00:00,region-5,0,35269,900,69,5,36213,30,0,0,0,0,6572,39,10000,6572,0,36243,750708,20.7131859945,L-5
2012-02-02 19:15:00,region-5,0,35246,924,70,5,36199,46,0,0,0,0,6571,39,10000,6571,0,36245,749974,20.6917919713,L-5
2012-02-02 19:30:00,region-5,0,35198,954,71,5,36196,32,0,0,0,0,6565,39,10000,6565,0,36228,743994,20.5364359059,L-5
2012-02-02 19:45:00,region-5,0,35181,969,76,5,36195,36,0,0,0,0,6566,39,10000,6566,0,36231,752192,20.7610057685,L-5
2012-02-02 20:00:00,region-5,0,35142,1001,82,5,36196,34,0,0,0,0,6567,39,10000,6567,0,36230,749121,20.6768147944,L-5
2012-02-02 20:15:00,region-5,0,35117,1024,87,5,36207,26,0,0,0,0,6564,39,10000,6564,0,36233,749795,20.6937046339,L-5
2012-02-02 20:30:00,region-5,0,35088,1058,90,5,36200,41,0,0,0,0,6567,39,10000,6567,0,36241,747315,20.6207058304,L-5
2012-02-02 20:45:00,region-5,0,35045,1082,96,5,36192,36,0,0,0,0,6570,39,10000,6570,0,36228,750097,20.7048967649,L-5
2012-02-02 21:00:00,region-5,0,35018,1096,100,5,36181,38,0,0,0,0,6556,39,10000,6556,0,36219,747879,20.6488031144,L-5
2012-02-02 21:15:00,region-5,0,34982,1134,101,5,36184,38,0,0,0,0,6556,39,10000,6556,0,36222,749765,20.699160731,L-5
2012-02-02 21:30:00,region-5,0,34951,1155,104,5,36172,43,0,0,0,0,6554,39,10000,6554,0,36215,748738,20.6748032583,L-5
2012-02-02 21:45:00,region-5,0,34915,1179,108,5,36174,33,0,0,0,0,6555,39,10000,6555,0,36207,750222,20.7203579418,L-5
2012-02-02 22:00:00,region-5,0,34887,1216,114,5,36195,27,0,0,0,0,6563,39,10000,6563,0,36222,744945,20.56609243,L-5
2012-02-02 22:15:00,region-5,0,34861,1247,118,5,36193,38,0,0,0,0,6564,39,10000,6564,0,36231,744668,20.5533383015,L-5
2012-02-02 22:30:00,region-5,0,34834,1276,120,6,36201,35,0,0,0,0,6566,39,10000,6566,0,36236,747828,20.6377083563,L-5
2012-02-02 22:45:00,region-5,0,34808,1295,123,6,36200,32,0,0,0,0,6569,39,10000,6569,0,36232,748345,20.6542559064,L-5
2012-02-02 23:00:00,region-5,0,34763,1330,128,6,36189,38,0,0,0,0,6568,39,10000,6568,0,36227,747845,20.6433047175,L-5
2012-02-02 23:15:00,region-5,0,34719,1366,133,5,36193,30,0,0,0,0,6561,39,10000,6561,0,36223,749958,20.7039174005,L-5
2012-02-02 23:30:00,region-5,0,34698,1386,142,6,36201,31,0,0,0,0,6565,39,10000,6565,0,36232,747986,20.6443475381,L-5
2012-02-02 23:45:00,region-5,0,34659,1417,149,7,36203,29,0,0,0,0,6564,39,10000,6564,0,36232,746935,20.6153400309,L-5
2012-02-03 00:00:00,region-5,0,34638,1440,155,7,36196,44,0,0,0,0,6570,39,10000,6570,0,36240,749323,20.676683223,L-5
2012-02-03 00:15:00,region-5,0,34605,1452,160,10,36204,23,0,0,0,0,6563,39,10000,6563,0,36227,744594,20.5535650206,L-5
2012-02-03 00:30:00,region-5,0,34581,1483,166,10,36210,30,0,0,0,0,6570,39,10000,6570,0,36240,745874,20.5815121413,L-5
2012-02-03 00:45:00,region-5,0,34539,1506,177,11,36200,33,0,0,0,0,6566,39,10000,6566,0,36233,747355,20.626362708,L-5
2012-02-03 01:00:00,region-5,0,34507,1533,184,11,36198,37,0,0,0,0,6562,39,10000,6562,0,36235,753509,20.7950600248,L-5
2012-02-03 01:15:00,region-5,0,34462,1568,190,12,36202,30,0,0,0,0,6564,39,10000,6564,0,36232,749850,20.6957937735,L-5
2012-02-03 01:30:00,region-5,0,34430,1593,194,15,36198,34,0,0,0,0,6566,39,10000,6566,0,36232,751225,20.733743652,L-5
2012-02-03 01:45:00,region-5,0,34380,1626,201,15,36173,49,0,0,0,0,6567,39,10000,6567,0,36222,749338,20.6873723152,L-5
2012-02-03 02:00:00,region-5,0,34336,1654,206,15,36179,32,0,0,0,0,6569,39,10000,6569,0,36211,749097,20.6870011875,L-5
2012-02-03 02:15:00,region-5,0,34316,1677,216,15,36198,26,0,0,0,0,6567,39,10000,6567,0,36224,747246,20.6284783569,L-5
2012-02-03 02:30:00,region-5,0,34291,1706,218,15,36194,36,0,0,0,0,6566,39,10000,6566,0,36230,752521,20.7706596743,L-5
2012-02-03 02:45:00,region-5,0,34260,1732,223,15,36195,35,0,0,0,0,6565,39,10000,6565,0,36230,743127,20.5113717913,L-5
2012-02-03 03:00:00,region-5,0,34223,1765,229,15,36197,35,0,0,0,0,6570,39,10000,6570,0,36232,748715,20.6644678737,L-5
2012-02-03 03:15:00,region-5,0,34187,1788,230,17,36188,34,0,0,0,0,6562,39,10000,6562,0,36222,746890,20.6197890785,L-5
2012-02-03 03:30:00,region-5,0,34154,1813,241,17,36182,43,0,0,0,0,6559,39,10000,6559,0,36225,748855,20.6723257419,L-5
2012-02-03 03:45:00,region-5,0,34095,1852,253,17,36188,29,0,0,0,0,6550,39,10000,6550,0,36217,751218,20.7421376702,L-5
2012-02-03 04:00:00,region-5,0,34068,1873,264,17,36191,31,0,0,0,0,6555,39,10000,6555,0,36222,752002,20.7609187786,L-5
2012-02-03 04:15:00,region-5,0,34027,1918,269,20,36202,32,0,0,0,0,6557,39,10000,6557,0,36234,750017,20.6992603632,L-5
2012-02-03 04:30:00,region-5,0,33983,1948,276,22,36188,41,0,0,0,0,6555,39,10000,6555,0,36229,745694,20.5827927903,L-5
2012-02-03 04:45:00,region-5,0,33952,1972,286,22,36201,31,0,0,0,0,6555,39,10000,6555,0,36232,745445,20.5742161625,L-5
2012-02-03 05:00:00,region-5,0,33916,2004,291,23,36198,36,0,0,0,0,6568,39,10000,6568,0,36234,744381,20.543715847,L-5
2012-02-03 05:15:00,region-5,0,33865,2043,298,25,36195,36,0,0,0,0,6564,39,10000,6564,0,36231,748539,20.6601805084,L-5
2012-02-03 05:30:00,region-5,0,33825,2065,303,26,36189,30,0,0,0,0,6560,39,10000,6560,0,36219,747250,20.6314365388,L-5
2012-02-03 05:45:00,region-5,0,33793,2099,312,26,36197,33,0,0,0,0,6568,39,10000,6568,0,36230,752366,20.7663814518,L-5
2012-02-03 06:00:00,region-5,0,33741,2140,317,27,36185,40,0,0,0,0,6568,39,10000,6568,0,36225,749927,20.7019185645,L-5
2012-02-03 06:15:00,region-5,0,33697,2174,323,27,36166,55,0,0,0,0,6564,39,10000,6564,0,36221,747806,20.6456475525,L-5
2012-02-03 06:30:00,region-5,0,33644,2209,324,30,36183,24,0,0,0,0,6564,39,10000,6564,0,36207,748290,20.6669980943,L-5
2012-02-03 06:45:00,region-5,0,33622,2237,336,31,36205,21,0,0,0,0,6571,39,10000,6571,0,36226,745387,20.5760227461,L-5
2012-02-03 07:00:00,region-5,0,37599,2513,382,38,39041,38,855,239,359,11000,10869,39,10000,0,131,40532,1758737,43.3913204382,L-5
2012-02-03 07:15:00,region-5,0,37570,2532,392,39,39049,32,867,256,329,11000,10864,39,10000,0,136,40533,1766155,43.5732612933,L-5
2012-02-03 07:30:00,region-5,0,37535,2571,402,39,39096,41,883,198,329,11000,10872,39,10000,0,128,40547,1770597,43.6677682689,L-5
2012-02-03 07:45:00,region-5,0,37456,2618,411,39,39038,36,910,218,322,11000,10859,39,10000,0,141,40524,1759716,43.4240450104,L-5
2012-02-03 08:00:00,region-5,0,37415,2653,421,39,39086,42,840,206,354,11000,10854,39,10000,0,146,40528,1765903,43.5724190683,L-5
2012-02-03 08:15:00,region-5,0,37365,2690,427,40,39126,30,819,221,326,11000,10855,39,10000,0,145,40522,1764796,43.5515522432,L-5
2012-02-03 08:30:00,region-5,0,37332,2716,436,44,39091,28,874,219,316,11000,10862,39,10000,0,138,40528,1773562,43.7613995263,L-5
2012-02-03 08:45:00,region-5,0,37301,2748,449,44,39032,36,913,204,357,11000,10861,39,10000,0,139,40542,1766338,43.568102215,L-5
2012-02-03 09:00:00,region-5,0,37243,2787,459,46,39111,42,836,206,340,11000,10857,39,10000,0,143,40535,1764441,43.5288269397,L-5
2012-02-03 09:15:00,region-5,0,37190,2831,464,51,39058,52,871,188,367,11000,10860,39,10000,0,140,40536,1766790,43.5857015986,L-5
2012-02-03 09:30:00,region-5,0,37130,2866,470,53,39028,54,871,213,353,11000,10851,39,10000,0,149,40519,1759610,43.4267874331,L-5
2012-02-03 09:45:00,region-5,0,37073,2896,480,54,38986,25,905,230,357,11000,10840,39,10000,0,160,40503,1763155,43.5314668049,L-5
2012-02-03 10:00:00,region-5,0,37030,2937,490,58,39049,35,854,219,358,11000,10853,39,10000,0,147,40515,1760680,43.4574848821,L-5
2012-02-03 10:15:00,region-5,0,36994,2984,498,59,39051,37,871,239,337,11000,10864,39,10000,0,136,40535,1773211,43.745183175,L-5
2012-02-03 10:30:00,region-5,0,36946,3030,501,59,39041,40,884,232,339,11000,10866,39,10000,0,134,40536,1773222,43.74437537,L-5
2012-02-03 10:45:00,region-5,0,36901,3059,512,59,39126,37,827,213,328,11000,10867,39,10000,0,133,40531,1766791,43.5911031063,L-5
2012-02-03 11:00:00,region-5,0,36843,3101,515,63,38994,49,858,254,367,11000,10860,39,10000,0,140,40522,1768413,43.6408123982,L-5
2012-02-03 11:15:00,region-5,0,36776,3138,527,65,39075,39,874,181,337,11000,10851,39,10000,0,149,40506,1760613,43.4654865946,L-5
2012-02-03 11:30:00,region-5,0,36739,3172,533,67,39130,36,851,186,308,11000,10854,39,10000,0,146,40511,1764831,43.5642418109,L-5
2012-02-03 11:45:00,region-5,0,36695,3216,544,70,39058,28,838,225,376,11000,10861,39,10000,0,139,40525,1765441,43.5642442936,L-5
2012-02-03 12:00:00,region-5,0,36657,3247,562,72,39100,37,828,234,339,11000,10862,39,10000,0,138,40538,1764471,43.526345651,L-5
2012-02-03 12:15:00,region-5,0,36601,3284,575,75,39060,43,875,220,337,11000,10861,39,10000,0,139,40535,1769596,43.6560009868,L-5
2012-02-03 12:30:00,region-5,0,36536,3337,580,76,39098,29,845,218,339,11000,10861,39,10000,0,139,40529,1768596,43.6377902243,L-5
2012-02-03 12:45:00,region-5,0,36502,3374,582,79,39074,31,863,222,347,11000,10861,39,10000,0,139,40537,1767604,43.6047068111,L-5
2012-02-03 13:00:00,region-5,0,36465,3402,596,81,39090,47,843,230,334,11000,10860,39,10000,0,140,40544,1762850,43.4799230466,L-5
2012-02-03 13:15:00,region-5,0,36399,3442,597,86,38994,38,881,248,363,11000,10851,39,10000,0,149,40524,1766934,43.602161682,L-5
2012-02-03 13:30:00,region-5,0,36351,3476,603,88,39047,31,909,197,334,11000,10850,39,10000,0,150,40518,1754701,43.3067031936,L-5
2012-02-03 13:45:00,region-5,0,36301,3515,621,89,39073,38,856,223,336,11000,10857,39,10000,0,143,40526,1767595,43.6163203869,L-5
2012-02-03 14:00:00,region-5,0,36256,3554,628,91,39039,43,890,219,338,11000,10861,39,10000,0,139,40529,1770786,43.6918256064,L-5
2012-02-03 14:15:00,region-5,0,36187,3600,643,95,39125,33,792,233,342,11000,10857,39,10000,0,143,40525,1770811,43.6967550895,L-5
2012-02-03 14:30:00,region-5,0,36129,3651,652,97,39076,37,853,220,343,11000,10859,39,10000,0,141,40529,1772699,43.7390263762,L-5
2012-02-03 14:45:00,region-5,0,36069,3694,666,99,39075,46,851,235,321,11000,10856,39,10000,0,144,40528,1777320,43.8541255428,L-5
2012-02-03 15:00:00,region-5,0,36012,3725,678,101,39046,42,827,208,393,11000,10848,39,10000,0,152,40516,1763449,43.5247556521,L-5
2012-02-03 15:15:00,region-5,0,35967,3745,697,104,39056,37,857,240,323,11000,10847,39,10000,0,153,40513,1763809,43.5368647101,L-5
2012-02-03 15:30:00,region-5,0,35926,3781,707,105,39005,44,895,231,344,11000,10851,39,10000,0,149,40519,1765262,43.5662775488,L-5
2012-02-03 15:45:00,region-5,0,35866,3822,721,107,39033,52,849,208,374,11000,10847,39,10000,0,153,40516,1768428,43.6476453747,L-5
2012-02-03 16:00:00,region-5,0,35802,3866,731,111,39086,51,820,209,344,11000,10850,39,10000,0,150,40510,1764656,43.5609972846,L-5
2012-02-03 16:15:00,region-5,0,35744,3910,746,111,39002,32,873,231,373,11000,10848,39,10000,0,152,40511,1773452,43.7770482091,L-5
2012-02-03 16:30:00,region-5,0,35706,3934,767,112,39030,30,879,240,340,11000,10864,39,10000,0,136,40519,1765039,43.5607739579,L-5
2012-02-03 16:45:00,region-5,0,35656,3969,777,121,39032,36,921,189,345,11000,10864,39,10000,0,136,40523,1760533,43.4452779903,L-5
2012-02-03 17:00:00,region-5,0,35608,4016,786,123,39066,43,877,172,375,11000,10867,39,10000,0,133,40533,1766074,43.5712629216,L-5
2012-02-03 17:15:00,region-5,0,35562,4051,793,127,39023,36,883,231,360,11000,10857,39,10000,0,143,40533,1770581,43.6824562702,L-5
2012-02-03 17:30:00,region-5,0,35497,4087,812,129,39094,41,842,199,349,11000,10854,39,10000,0,146,40525,1773783,43.7700925355,L-5
2012-02-03 17:45:00,region-5,0,35444,4120,823,132,39019,37,906,213,344,11000,10851,39,10000,0,149,40519,1766032,43.5852809793,L-5
2012-02-03 18:00:00,region-5,0,31636,3725,760,117,36210,28,0,0,0,0,6572,39,10000,6572,0,36238,746746,20.6067111872,L-5
2012-02-03 18:15:00,region-5,0,31594,3763,768,118,36206,37,0,0,0,0,6574,39,10000,6574,0,36243,748463,20.6512429986,L-5
2012-02-03 18:30:00,region-5,0,31525,3804,782,120,36205,26,0,0,0,0,6569,39,10000,6569,0,36231,747774,20.6390659932,L-5
2012-02-03 18:45:00,region-5,0,31478,3838,798,124,36203,35,0,0,0,0,6576,39,10000,6576,0,36238,746887,20.6106021304,L-5
2012-02-03 19:00:00,region-5,0,31429,3855,820,127,36204,27,0,0,0,0,6574,39,10000,6574,0,36231,747061,20.619386713,L-5
2012-02-03 19:15:00,region-5,0,31389,3877,839,129,36193,41,0,0,0,0,6569,39,10000,6569,0,36234,743604,20.5222718993,L-5
2012-02-03 19:30:00,region-5,0,31329,3910,857,132,36196,32,0,0,0,0,6568,39,10000,6568,0,36228,748720,20.6668874903,L-5
2012-02-03 19:45:00,region-5,0,31288,3940,860,138,36195,31,0,0,0,0,6565,39,10000,6565,0,36226,746065,20.5947385855,L-5
2012-02-03 20:00:00,region-5,0,31250,3977,870,142,36205,34,0,0,0,0,6565,39,10000,6565,0,36239,744867,20.554292337,L-5
