healthtime,businessunit,policystatus,ipaddrcount
2012-02-02 23:30:00,region-12,2,971
2012-02-02 23:45:00,region-12,2,982
2012-02-03 00:00:00,region-12,2,997
2012-02-03 00:15:00,region-12,2,1009
2012-02-03 00:30:00,region-12,2,1025
2012-02-03 00:45:00,region-12,2,1051
2012-02-03 01:00:00,region-12,2,889
2012-02-03 01:15:00,region-12,2,896
2012-02-03 01:30:00,region-12,2,911
2012-02-03 01:45:00,region-12,2,914
2012-02-03 02:00:00,region-12,2,867
2012-02-03 02:15:00,region-12,2,880
2012-02-03 02:30:00,region-12,2,893
2012-02-03 02:45:00,region-12,2,899
2012-02-03 03:00:00,region-12,2,907
2012-02-03 03:15:00,region-12,2,917
2012-02-03 03:30:00,region-12,2,927
2012-02-03 03:45:00,region-12,2,935
2012-02-03 04:00:00,region-12,2,932
2012-02-03 04:15:00,region-12,2,950
2012-02-03 04:30:00,region-12,2,961
2012-02-03 04:45:00,region-12,2,967
2012-02-03 05:00:00,region-12,2,972
2012-02-03 05:15:00,region-12,2,981
2012-02-03 05:30:00,region-12,2,998
2012-02-03 05:45:00,region-12,2,997
2012-02-03 06:00:00,region-12,2,1000
2012-02-03 06:15:00,region-12,2,1012
2012-02-03 06:30:00,region-12,2,1018
2012-02-03 06:45:00,region-12,2,1029
2012-02-03 07:00:00,region-12,2,1038
2012-02-03 07:15:00,region-12,2,1045
2012-02-03 07:30:00,region-12,2,1052
2012-02-03 07:45:00,region-12,2,1053
2012-02-03 08:00:00,region-12,2,1063
2012-02-03 08:15:00,region-12,2,1068
2012-02-03 08:30:00,region-12,2,1077
2012-02-03 08:45:00,region-12,2,1087
2012-02-03 09:00:00,region-12,2,1094
2012-02-03 09:15:00,region-12,2,1105
2012-02-03 09:30:00,region-12,2,1108
2012-02-03 09:45:00,region-12,2,1108
2012-02-03 10:00:00,region-12,2,1113
2012-02-03 10:15:00,region-12,2,1117
2012-02-03 10:30:00,region-12,2,1134
2012-02-03 10:45:00,region-12,2,1141
2012-02-03 11:00:00,region-12,2,1149
2012-02-03 11:15:00,region-12,2,1157
2012-02-03 11:30:00,region-12,2,1155
2012-02-03 11:45:00,region-12,2,1163
2012-02-03 12:00:00,region-12,2,1167
2012-02-03 12:15:00,region-12,2,1169
2012-02-03 12:30:00,region-12,2,1175
2012-02-03 12:45:00,region-12,2,1186
2012-02-03 13:00:00,region-12,2,1190
2012-02-03 13:15:00,region-12,2,1192
2012-02-03 13:30:00,region-12,2,1189
2012-02-03 13:45:00,region-12,2,1192
2012-02-03 14:00:00,region-12,2,1455
2012-02-03 14:15:00,region-12,2,1452
2012-02-03 14:30:00,region-12,2,1463
2012-02-03 14:45:00,region-12,2,1477
2012-02-03 15:00:00,region-12,2,1553
2012-02-03 15:15:00,region-12,2,1560
2012-02-03 15:30:00,region-12,2,1562
2012-02-03 15:45:00,region-12,2,1565
2012-02-03 16:00:00,region-12,2,1577
2012-02-03 16:15:00,region-12,2,1580
2012-02-03 16:30:00,region-12,2,1595
2012-02-03 16:45:00,region-12,2,1606
2012-02-03 17:00:00,region-12,2,1611
2012-02-03 17:15:00,region-12,2,1608
2012-02-03 17:30:00,region-12,2,1618
2012-02-03 17:45:00,region-12,2,1625
2012-02-03 18:00:00,region-12,2,1632
2012-02-03 18:15:00,region-12,2,1636
2012-02-03 18:30:00,region-12,2,1640
2012-02-03 18:45:00,region-12,2,1648
2012-02-03 19:00:00,region-12,2,1652
2012-02-03 19:15:00,region-12,2,1665
2012-02-03 19:30:00,region-12,2,1677
2012-02-03 19:45:00,region-12,2,1671
2012-02-03 20:00:00,region-12,2,1678
2012-02-03 20:15:00,region-12,2,1683
2012-02-03 20:30:00,region-12,2,1689
2012-02-03 20:45:00,region-12,2,1686
2012-02-03 21:00:00,region-12,2,1694
2012-02-03 21:15:00,region-12,2,1704
2012-02-03 21:30:00,region-12,2,1708
2012-02-03 21:45:00,region-12,2,1713
2012-02-03 22:00:00,region-12,2,1721
2012-02-03 22:15:00,region-12,2,1720
2012-02-03 22:30:00,region-12,2,1729
2012-02-03 22:45:00,region-12,2,1739
2012-02-03 23:00:00,region-12,2,1745
2012-02-03 23:15:00,region-12,2,1749
2012-02-03 23:30:00,region-12,2,1754
2012-02-03 23:45:00,region-12,2,1771
2012-02-04 00:00:00,region-12,2,1776
2012-02-04 00:15:00,region-12,2,1789
2012-02-04 00:30:00,region-12,2,1795
2012-02-04 00:45:00,region-12,2,1799
2012-02-04 01:00:00,region-12,2,1522
2012-02-04 01:15:00,region-12,2,1524
2012-02-04 01:30:00,region-12,2,1529
2012-02-04 01:45:00,region-12,2,1530
2012-02-04 02:00:00,region-12,2,1449
2012-02-04 02:15:00,region-12,2,1454
2012-02-04 02:30:00,region-12,2,1462
2012-02-04 02:45:00,region-12,2,1476
2012-02-04 03:00:00,region-12,2,1476
2012-02-04 03:15:00,region-12,2,1480
2012-02-04 03:30:00,region-12,2,1487
2012-02-04 03:45:00,region-12,2,1483
2012-02-04 04:00:00,region-12,2,1492
2012-02-04 04:15:00,region-12,2,1496
2012-02-04 04:30:00,region-12,2,1507
2012-02-04 04:45:00,region-12,2,1510
2012-02-04 05:00:00,region-12,2,1513
2012-02-04 05:15:00,region-12,2,1516
2012-02-04 05:30:00,region-12,2,1520
2012-02-04 05:45:00,region-12,2,1528
2012-02-04 06:00:00,region-12,2,1529
2012-02-04 06:15:00,region-12,2,1523
2012-02-04 06:30:00,region-12,2,1528
2012-02-04 06:45:00,region-12,2,1529
2012-02-04 07:00:00,region-12,2,1528
2012-02-04 07:15:00,region-12,2,1530
2012-02-04 07:30:00,region-12,2,1535
2012-02-04 07:45:00,region-12,2,1542
2012-02-04 08:00:00,region-12,2,1543
2012-02-02 08:15:00,region-13,2,21
2012-02-02 08:30:00,region-13,2,35
2012-02-02 08:45:00,region-13,2,47
2012-02-02 09:00:00,region-13,2,58
2012-02-02 09:15:00,region-13,2,72
2012-02-02 09:30:00,region-13,2,91
2012-02-02 09:45:00,region-13,2,104
2012-02-02 10:00:00,region-13,2,124
2012-02-02 10:15:00,region-13,2,137
2012-02-02 10:30:00,region-13,2,159
2012-02-02 10:45:00,region-13,2,177
2012-02-02 11:00:00,region-13,2,190
2012-02-02 11:15:00,region-13,2,202
2012-02-02 11:30:00,region-13,2,224
2012-02-02 11:45:00,region-13,2,242
2012-02-02 12:00:00,region-13,2,256
2012-02-02 12:15:00,region-13,2,269
2012-02-02 12:30:00,region-13,2,283
2012-02-02 12:45:00,region-13,2,299
2012-02-02 13:00:00,region-13,2,318
2012-02-02 13:15:00,region-13,2,335
2012-02-02 13:30:00,region-13,2,347
2012-02-02 13:45:00,region-13,2,359
2012-02-02 14:00:00,region-13,2,457
2012-02-02 14:15:00,region-13,2,474
2012-02-02 14:30:00,region-13,2,492
2012-02-02 14:45:00,region-13,2,513
2012-02-02 15:00:00,region-13,2,523
2012-02-02 15:15:00,region-13,2,542
2012-02-02 15:30:00,region-13,2,570
2012-02-02 15:45:00,region-13,2,592
2012-02-02 16:00:00,region-13,2,617
2012-02-02 16:15:00,region-13,2,638
2012-02-02 16:30:00,region-13,2,655
2012-02-02 16:45:00,region-13,2,675
2012-02-02 17:00:00,region-13,2,696
2012-02-02 17:15:00,region-13,2,707
2012-02-02 17:30:00,region-13,2,719
2012-02-02 17:45:00,region-13,2,732
2012-02-02 18:00:00,region-13,2,745
2012-02-02 18:15:00,region-13,2,758
2012-02-02 18:30:00,region-13,2,776
2012-02-02 18:45:00,region-13,2,785
2012-02-02 19:00:00,region-13,2,798
2012-02-02 19:15:00,region-13,2,815
2012-02-02 19:30:00,region-13,2,831
2012-02-02 19:45:00,region-13,2,845
2012-02-02 20:00:00,region-13,2,860
2012-02-02 20:15:00,region-13,2,873
2012-02-02 20:30:00,region-13,2,877
2012-02-02 20:45:00,region-13,2,885
2012-02-02 21:00:00,region-13,2,898
2012-02-02 21:15:00,region-13,2,910
2012-02-02 21:30:00,region-13,2,916
2012-02-02 21:45:00,region-13,2,934
2012-02-02 22:00:00,region-13,2,947
2012-02-02 22:15:00,region-13,2,964
2012-02-02 22:30:00,region-13,2,980
2012-02-02 22:45:00,region-13,2,997
2012-02-02 23:00:00,region-13,2,1013
2012-02-02 23:15:00,region-13,2,1031
2012-02-02 23:30:00,region-13,2,1034
2012-02-02 23:45:00,region-13,2,1050
2012-02-03 00:00:00,region-13,2,1064
2012-02-03 00:15:00,region-13,2,1080
2012-02-03 00:30:00,region-13,2,1090
2012-02-03 00:45:00,region-13,2,1096
2012-02-03 01:00:00,region-13,2,873
2012-02-03 01:15:00,region-13,2,880
2012-02-03 01:30:00,region-13,2,886
2012-02-03 01:45:00,region-13,2,896
2012-02-03 02:00:00,region-13,2,896
2012-02-03 02:15:00,region-13,2,915
2012-02-03 02:30:00,region-13,2,919
2012-02-03 02:45:00,region-13,2,922
2012-02-03 03:00:00,region-13,2,927
2012-02-03 03:15:00,region-13,2,936
2012-02-03 03:30:00,region-13,2,949
2012-02-03 03:45:00,region-13,2,959
2012-02-03 04:00:00,region-13,2,970
2012-02-03 04:15:00,region-13,2,982
2012-02-03 04:30:00,region-13,2,998
2012-02-03 04:45:00,region-13,2,1001
2012-02-03 05:00:00,region-13,2,1013
2012-02-03 05:15:00,region-13,2,1020
2012-02-03 05:30:00,region-13,2,1027
2012-02-03 05:45:00,region-13,2,1038
2012-02-03 06:00:00,region-13,2,1044
2012-02-03 06:15:00,region-13,2,1057
2012-02-03 06:30:00,region-13,2,1063
2012-02-03 06:45:00,region-13,2,1074
2012-02-03 07:00:00,region-13,2,1081
2012-02-03 07:15:00,region-13,2,1092
2012-02-03 07:30:00,region-13,2,1105
2012-02-03 07:45:00,region-13,2,1112
2012-02-03 08:00:00,region-13,2,1119
2012-02-03 08:15:00,region-13,2,1129
2012-02-03 08:30:00,region-13,2,1135
2012-02-03 08:45:00,region-13,2,1137
2012-02-03 09:00:00,region-13,2,1143
2012-02-03 09:15:00,region-13,2,1151
2012-02-03 09:30:00,region-13,2,1159
2012-02-03 09:45:00,region-13,2,1171
2012-02-03 10:00:00,region-13,2,1174
2012-02-03 10:15:00,region-13,2,1180
2012-02-03 10:30:00,region-13,2,1181
2012-02-03 10:45:00,region-13,2,1194
2012-02-03 11:00:00,region-13,2,1197
2012-02-03 11:15:00,region-13,2,1205
2012-02-03 11:30:00,region-13,2,1202
2012-02-03 11:45:00,region-13,2,1208
2012-02-03 12:00:00,region-13,2,1211
2012-02-03 12:15:00,region-13,2,1213
2012-02-03 12:30:00,region-13,2,1216
2012-02-03 12:45:00,region-13,2,1218
2012-02-03 13:00:00,region-13,2,1227
2012-02-03 13:15:00,region-13,2,1232
2012-02-03 13:30:00,region-13,2,1240
2012-02-03 13:45:00,region-13,2,1248
2012-02-03 14:00:00,region-13,2,1568
2012-02-03 14:15:00,region-13,2,1585
2012-02-03 14:30:00,region-13,2,1591
2012-02-03 14:45:00,region-13,2,1600
2012-02-03 15:00:00,region-13,2,1608
2012-02-03 15:15:00,region-13,2,1617
2012-02-03 15:30:00,region-13,2,1619
2012-02-03 15:45:00,region-13,2,1627
2012-02-03 16:00:00,region-13,2,1633
2012-02-03 16:15:00,region-13,2,1637
2012-02-03 16:30:00,region-13,2,1646
2012-02-03 16:45:00,region-13,2,1645
2012-02-03 17:00:00,region-13,2,1651
2012-02-03 17:15:00,region-13,2,1661
2012-02-03 17:30:00,region-13,2,1678
2012-02-03 17:45:00,region-13,2,1686
2012-02-03 18:00:00,region-13,2,1700
2012-02-03 18:15:00,region-13,2,1705
2012-02-03 18:30:00,region-13,2,1708
2012-02-03 18:45:00,region-13,2,1712
2012-02-03 19:00:00,region-13,2,1714
2012-02-03 19:15:00,region-13,2,1726
2012-02-03 19:30:00,region-13,2,1737
2012-02-03 19:45:00,region-13,2,1745
2012-02-03 20:00:00,region-13,2,1746
2012-02-03 20:15:00,region-13,2,1752
2012-02-03 20:30:00,region-13,2,1759
2012-02-03 20:45:00,region-13,2,1760
2012-02-03 21:00:00,region-13,2,1758
2012-02-03 21:15:00,region-13,2,1767
2012-02-03 21:30:00,region-13,2,1774
2012-02-03 21:45:00,region-13,2,1787
2012-02-03 22:00:00,region-13,2,1791
2012-02-03 22:15:00,region-13,2,1798
2012-02-03 22:30:00,region-13,2,1801
2012-02-03 22:45:00,region-13,2,1806
2012-02-03 23:00:00,region-13,2,1808
2012-02-03 23:15:00,region-13,2,1815
2012-02-03 23:30:00,region-13,2,1824
2012-02-03 23:45:00,region-13,2,1832
2012-02-04 00:00:00,region-13,2,1842
2012-02-04 00:15:00,region-13,2,1841
2012-02-04 00:30:00,region-13,2,1843
2012-02-04 00:45:00,region-13,2,1847
2012-02-04 01:00:00,region-13,2,1498
2012-02-04 01:15:00,region-13,2,1499
2012-02-04 01:30:00,region-13,2,1507
2012-02-04 01:45:00,region-13,2,1515
2012-02-04 02:00:00,region-13,2,1519
2012-02-04 02:15:00,region-13,2,1528
2012-02-04 02:30:00,region-13,2,1529
2012-02-04 02:45:00,region-13,2,1528
2012-02-04 03:00:00,region-13,2,1532
2012-02-04 03:15:00,region-13,2,1530
2012-02-04 03:30:00,region-13,2,1527
2012-02-04 03:45:00,region-13,2,1531
2012-02-04 04:00:00,region-13,2,1530
2012-02-04 04:15:00,region-13,2,1522
2012-02-04 04:30:00,region-13,2,1527
2012-02-04 04:45:00,region-13,2,1531
2012-02-04 05:00:00,region-13,2,1533
2012-02-04 05:15:00,region-13,2,1543
2012-02-04 05:30:00,region-13,2,1550
2012-02-04 05:45:00,region-13,2,1550
2012-02-04 06:00:00,region-13,2,1552
2012-02-04 06:15:00,region-13,2,1558
2012-02-04 06:30:00,region-13,2,1556
2012-02-04 06:45:00,region-13,2,1558
2012-02-04 07:00:00,region-13,2,1565
2012-02-04 07:15:00,region-13,2,1563
2012-02-04 07:30:00,region-13,2,1564
2012-02-04 07:45:00,region-13,2,1572
2012-02-04 08:00:00,region-13,2,1571
2012-02-02 08:15:00,region-14,2,11
2012-02-02 08:30:00,region-14,2,27
2012-02-02 08:45:00,region-14,2,41
2012-02-02 09:00:00,region-14,2,55
2012-02-02 09:15:00,region-14,2,71
2012-02-02 09:30:00,region-14,2,84
2012-02-02 09:45:00,region-14,2,101
2012-02-02 10:00:00,region-14,2,113
2012-02-02 10:15:00,region-14,2,129
2012-02-02 10:30:00,region-14,2,150
2012-02-02 10:45:00,region-14,2,163
2012-02-02 11:00:00,region-14,2,180
2012-02-02 11:15:00,region-14,2,203
2012-02-02 11:30:00,region-14,2,214
2012-02-02 11:45:00,region-14,2,227
2012-02-02 12:00:00,region-14,2,245
2012-02-02 12:15:00,region-14,2,254
2012-02-02 12:30:00,region-14,2,266
2012-02-02 12:45:00,region-14,2,275
2012-02-02 13:00:00,region-14,2,395
2012-02-02 13:15:00,region-14,2,421
2012-02-02 13:30:00,region-14,2,439
2012-02-02 13:45:00,region-14,2,453
2012-02-02 14:00:00,region-14,2,466
2012-02-02 14:15:00,region-14,2,486
2012-02-02 14:30:00,region-14,2,502
2012-02-02 14:45:00,region-14,2,516
2012-02-02 15:00:00,region-14,2,537
2012-02-02 15:15:00,region-14,2,553
2012-02-02 15:30:00,region-14,2,567
2012-02-02 15:45:00,region-14,2,582
2012-02-02 16:00:00,region-14,2,599
2012-02-02 16:15:00,region-14,2,620
2012-02-02 16:30:00,region-14,2,634
2012-02-02 16:45:00,region-14,2,648
2012-02-02 17:00:00,region-14,2,666
2012-02-02 17:15:00,region-14,2,681
2012-02-02 17:30:00,region-14,2,687
2012-02-02 17:45:00,region-14,2,713
2012-02-02 18:00:00,region-14,2,731
2012-02-02 18:15:00,region-14,2,745
2012-02-02 18:30:00,region-14,2,761
2012-02-02 18:45:00,region-14,2,779
2012-02-02 19:00:00,region-14,2,796
2012-02-02 19:15:00,region-14,2,805
2012-02-02 19:30:00,region-14,2,815
2012-02-02 19:45:00,region-14,2,819
2012-02-02 20:00:00,region-14,2,828
2012-02-02 20:15:00,region-14,2,840
2012-02-02 20:30:00,region-14,2,856
2012-02-02 20:45:00,region-14,2,879
2012-02-02 21:00:00,region-14,2,894
2012-02-02 21:15:00,region-14,2,909
2012-02-02 21:30:00,region-14,2,927
2012-02-02 21:45:00,region-14,2,940
2012-02-02 22:00:00,region-14,2,948
2012-02-02 22:15:00,region-14,2,960
2012-02-02 22:30:00,region-14,2,974
2012-02-02 22:45:00,region-14,2,985
2012-02-02 23:00:00,region-14,2,1013
2012-02-02 23:15:00,region-14,2,1027
2012-02-02 23:30:00,region-14,2,1037
2012-02-02 23:45:00,region-14,2,1039
2012-02-03 00:00:00,region-14,2,824
2012-02-03 00:15:00,region-14,2,835
2012-02-03 00:30:00,region-14,2,847
2012-02-03 00:45:00,region-14,2,856
2012-02-03 01:00:00,region-14,2,866
2012-02-03 01:15:00,region-14,2,870
2012-02-03 01:30:00,region-14,2,879
2012-02-03 01:45:00,region-14,2,897
2012-02-03 02:00:00,region-14,2,900
2012-02-03 02:15:00,region-14,2,904
2012-02-03 02:30:00,region-14,2,910
2012-02-03 02:45:00,region-14,2,919
2012-02-03 03:00:00,region-14,2,929
2012-02-03 03:15:00,region-14,2,943
2012-02-03 03:30:00,region-14,2,952
2012-02-03 03:45:00,region-14,2,958
2012-02-03 04:00:00,region-14,2,968
2012-02-03 04:15:00,region-14,2,970
2012-02-03 04:30:00,region-14,2,985
2012-02-03 04:45:00,region-14,2,996
2012-02-03 05:00:00,region-14,2,1008
2012-02-03 05:15:00,region-14,2,1020
2012-02-03 05:30:00,region-14,2,1021
2012-02-03 05:45:00,region-14,2,1025
2012-02-03 06:00:00,region-14,2,1034
2012-02-03 06:15:00,region-14,2,1048
2012-02-03 06:30:00,region-14,2,1046
2012-02-03 06:45:00,region-14,2,1051
2012-02-03 07:00:00,region-14,2,1062
2012-02-03 07:15:00,region-14,2,1070
2012-02-03 07:30:00,region-14,2,1079
2012-02-03 07:45:00,region-14,2,1079
2012-02-03 08:00:00,region-14,2,1087
2012-02-03 08:15:00,region-14,2,1103
2012-02-03 08:30:00,region-14,2,1111
2012-02-03 08:45:00,region-14,2,1117
2012-02-03 09:00:00,region-14,2,1131
2012-02-03 09:15:00,region-14,2,1135
2012-02-03 09:30:00,region-14,2,1140
2012-02-03 09:45:00,region-14,2,1144
2012-02-03 10:00:00,region-14,2,1156
2012-02-03 10:15:00,region-14,2,1168
2012-02-03 10:30:00,region-14,2,1168
2012-02-03 10:45:00,region-14,2,1174
2012-02-03 11:00:00,region-14,2,1179
2012-02-03 11:15:00,region-14,2,1184
2012-02-03 11:30:00,region-14,2,1191
2012-02-03 11:45:00,region-14,2,1196
2012-02-03 12:00:00,region-14,2,1203
2012-02-03 12:15:00,region-14,2,1210
2012-02-03 12:30:00,region-14,2,1224
2012-02-03 12:45:00,region-14,2,1234
2012-02-03 13:00:00,region-14,2,1586
2012-02-03 13:15:00,region-14,2,1585
2012-02-03 13:30:00,region-14,2,1595
2012-02-03 13:45:00,region-14,2,1600
2012-02-03 14:00:00,region-14,2,1604
2012-02-03 14:15:00,region-14,2,1610
2012-02-03 14:30:00,region-14,2,1610
2012-02-03 14:45:00,region-14,2,1615
2012-02-03 15:00:00,region-14,2,1624
2012-02-03 15:15:00,region-14,2,1638
2012-02-03 15:30:00,region-14,2,1640
2012-02-03 15:45:00,region-14,2,1645
2012-02-03 16:00:00,region-14,2,1646
2012-02-03 16:15:00,region-14,2,1655
2012-02-03 16:30:00,region-14,2,1658
2012-02-03 16:45:00,region-14,2,1663
2012-02-03 17:00:00,region-14,2,1670
2012-02-03 17:15:00,region-14,2,1669
2012-02-03 17:30:00,region-14,2,1679
2012-02-03 17:45:00,region-14,2,1679
2012-02-03 18:00:00,region-14,2,1687
2012-02-03 18:15:00,region-14,2,1688
2012-02-03 18:30:00,region-14,2,1694
2012-02-03 18:45:00,region-14,2,1701
2012-02-03 19:00:00,region-14,2,1709
2012-02-03 19:15:00,region-14,2,1710
2012-02-03 19:30:00,region-14,2,1716
2012-02-03 19:45:00,region-14,2,1717
2012-02-03 20:00:00,region-14,2,1725
2012-02-03 20:15:00,region-14,2,1725
2012-02-03 20:30:00,region-14,2,1719
2012-02-03 20:45:00,region-14,2,1722
2012-02-03 21:00:00,region-14,2,1734
2012-02-03 21:15:00,region-14,2,1738
2012-02-03 21:30:00,region-14,2,1745
2012-02-03 21:45:00,region-14,2,1753
2012-02-03 22:00:00,region-14,2,1760
2012-02-03 22:15:00,region-14,2,1769
2012-02-03 22:30:00,region-14,2,1777
2012-02-03 22:45:00,region-14,2,1784
2012-02-03 23:00:00,region-14,2,1790
2012-02-03 23:15:00,region-14,2,1795
2012-02-03 23:30:00,region-14,2,1792
2012-02-03 23:45:00,region-14,2,1796
2012-02-04 00:00:00,region-14,2,1387
2012-02-04 00:15:00,region-14,2,1391
2012-02-04 00:30:00,region-14,2,1395
2012-02-04 00:45:00,region-14,2,1394
2012-02-04 01:00:00,region-14,2,1398
2012-02-04 01:15:00,region-14,2,1396
2012-02-04 01:30:00,region-14,2,1401
2012-02-04 01:45:00,region-14,2,1405
2012-02-04 02:00:00,region-14,2,1403
2012-02-04 02:15:00,region-14,2,1412
2012-02-04 02:30:00,region-14,2,1412
2012-02-04 02:45:00,region-14,2,1421
2012-02-04 03:00:00,region-14,2,1417
2012-02-04 03:15:00,region-14,2,1417
2012-02-04 03:30:00,region-14,2,1427
2012-02-04 03:45:00,region-14,2,1437
2012-02-04 04:00:00,region-14,2,1442
2012-02-04 04:15:00,region-14,2,1441
2012-02-04 04:30:00,region-14,2,1446
2012-02-04 04:45:00,region-14,2,1443
2012-02-04 05:00:00,region-14,2,1448
2012-02-04 05:15:00,region-14,2,1450
2012-02-04 05:30:00,region-14,2,1451
2012-02-04 05:45:00,region-14,2,1453
2012-02-04 06:00:00,region-14,2,1452
2012-02-04 06:15:00,region-14,2,1450
2012-02-04 06:30:00,region-14,2,1460
2012-02-04 06:45:00,region-14,2,1462
2012-02-04 07:00:00,region-14,2,1467
2012-02-04 07:15:00,region-14,2,1466
2012-02-04 07:30:00,region-14,2,1472
2012-02-04 07:45:00,region-14,2,1475
2012-02-04 08:00:00,region-14,2,1471
2012-02-02 08:15:00,region-15,2,22
2012-02-02 08:30:00,region-15,2,37
2012-02-02 08:45:00,region-15,2,55
2012-02-02 09:00:00,region-15,2,75
2012-02-02 09:15:00,region-15,2,89
2012-02-02 09:30:00,region-15,2,100
2012-02-02 09:45:00,region-15,2,109
2012-02-02 10:00:00,region-15,2,119
2012-02-02 10:15:00,region-15,2,129
2012-02-02 10:30:00,region-15,2,146
2012-02-02 10:45:00,region-15,2,153
2012-02-02 11:00:00,region-15,2,163
2012-02-02 11:15:00,region-15,2,182
2012-02-02 11:30:00,region-15,2,206
2012-02-02 11:45:00,region-15,2,216
2012-02-02 12:00:00,region-15,2,236
2012-02-02 12:15:00,region-15,2,254
2012-02-02 12:30:00,region-15,2,275
2012-02-02 12:45:00,region-15,2,285
2012-02-02 13:00:00,region-15,2,363
2012-02-02 13:15:00,region-15,2,380
2012-02-02 13:30:00,region-15,2,397
2012-02-02 13:45:00,region-15,2,413
2012-02-02 14:00:00,region-15,2,433
2012-02-02 14:15:00,region-15,2,452
2012-02-02 14:30:00,region-15,2,474
2012-02-02 14:45:00,region-15,2,486
2012-02-02 15:00:00,region-15,2,507
2012-02-02 15:15:00,region-15,2,527
2012-02-02 15:30:00,region-15,2,546
2012-02-02 15:45:00,region-15,2,562
2012-02-02 16:00:00,region-15,2,573
2012-02-02 16:15:00,region-15,2,584
2012-02-02 16:30:00,region-15,2,603
2012-02-02 16:45:00,region-15,2,622
2012-02-02 17:00:00,region-15,2,642
2012-02-02 17:15:00,region-15,2,665
2012-02-02 17:30:00,region-15,2,680
2012-02-02 17:45:00,region-15,2,707
2012-02-02 18:00:00,region-15,2,717
2012-02-02 18:15:00,region-15,2,732
2012-02-02 18:30:00,region-15,2,752
2012-02-02 18:45:00,region-15,2,772
2012-02-02 19:00:00,region-15,2,791
2012-02-02 19:15:00,region-15,2,807
2012-02-02 19:30:00,region-15,2,829
2012-02-02 19:45:00,region-15,2,844
2012-02-02 20:00:00,region-15,2,869
2012-02-02 20:15:00,region-15,2,883
2012-02-02 20:30:00,region-15,2,893
2012-02-02 20:45:00,region-15,2,901
2012-02-02 21:00:00,region-15,2,923
2012-02-02 21:15:00,region-15,2,937
2012-02-02 21:30:00,region-15,2,952
2012-02-02 21:45:00,region-15,2,964
2012-02-02 22:00:00,region-15,2,979
2012-02-02 22:15:00,region-15,2,992
2012-02-02 22:30:00,region-15,2,1011
2012-02-02 22:45:00,region-15,2,1022
2012-02-02 23:00:00,region-15,2,1032
2012-02-02 23:15:00,region-15,2,1042
2012-02-02 23:30:00,region-15,2,1059
2012-02-02 23:45:00,region-15,2,1074
2012-02-03 00:00:00,region-15,2,853
2012-02-03 00:15:00,region-15,2,867
2012-02-03 00:30:00,region-15,2,871
2012-02-03 00:45:00,region-15,2,876
2012-02-03 01:00:00,region-15,2,885
2012-02-03 01:15:00,region-15,2,894
2012-02-03 01:30:00,region-15,2,906
2012-02-03 01:45:00,region-15,2,914
2012-02-03 02:00:00,region-15,2,926
2012-02-03 02:15:00,region-15,2,935
2012-02-03 02:30:00,region-15,2,950
2012-02-03 02:45:00,region-15,2,957
2012-02-03 03:00:00,region-15,2,969
2012-02-03 03:15:00,region-15,2,976
2012-02-03 03:30:00,region-15,2,985
2012-02-03 03:45:00,region-15,2,996
2012-02-03 04:00:00,region-15,2,1006
2012-02-03 04:15:00,region-15,2,1021
2012-02-03 04:30:00,region-15,2,1025
2012-02-03 04:45:00,region-15,2,1040
2012-02-03 05:00:00,region-15,2,1047
2012-02-03 05:15:00,region-15,2,1053
2012-02-03 05:30:00,region-15,2,1065
2012-02-03 05:45:00,region-15,2,1065
2012-02-03 06:00:00,region-15,2,1073
2012-02-03 06:15:00,region-15,2,1081
2012-02-03 06:30:00,region-15,2,1090
2012-02-03 06:45:00,region-15,2,1101
2012-02-03 07:00:00,region-15,2,1117
2012-02-03 07:15:00,region-15,2,1122
2012-02-03 07:30:00,region-15,2,1135
2012-02-03 07:45:00,region-15,2,1148
2012-02-03 08:00:00,region-15,2,1160
2012-02-03 08:15:00,region-15,2,1169
2012-02-03 08:30:00,region-15,2,1172
2012-02-03 08:45:00,region-15,2,1185
2012-02-03 09:00:00,region-15,2,1185
2012-02-03 09:15:00,region-15,2,1188
2012-02-03 09:30:00,region-15,2,1197
2012-02-03 09:45:00,region-15,2,1208
2012-02-03 10:00:00,region-15,2,1211
2012-02-03 10:15:00,region-15,2,1217
2012-02-03 10:30:00,region-15,2,1224
2012-02-03 10:45:00,region-15,2,1232
2012-02-03 11:00:00,region-15,2,1241
2012-02-03 11:15:00,region-15,2,1253
2012-02-03 11:30:00,region-15,2,1263
2012-02-03 11:45:00,region-15,2,1277
2012-02-03 12:00:00,region-15,2,1279
2012-02-03 12:15:00,region-15,2,1290
2012-02-03 12:30:00,region-15,2,1297
2012-02-03 12:45:00,region-15,2,1302
2012-02-03 13:00:00,region-15,2,1635
2012-02-03 13:15:00,region-15,2,1644
2012-02-03 13:30:00,region-15,2,1648
2012-02-03 13:45:00,region-15,2,1656
2012-02-03 14:00:00,region-15,2,1668
2012-02-03 14:15:00,region-15,2,1680
2012-02-03 14:30:00,region-15,2,1684
2012-02-03 14:45:00,region-15,2,1689
2012-02-03 15:00:00,region-15,2,1695
2012-02-03 15:15:00,region-15,2,1696
2012-02-03 15:30:00,region-15,2,1692
2012-02-03 15:45:00,region-15,2,1699
2012-02-03 16:00:00,region-15,2,1704
2012-02-03 16:15:00,region-15,2,1701
2012-02-03 16:30:00,region-15,2,1705
2012-02-03 16:45:00,region-15,2,1703
