time,regionold,pol1,pol2,pol3,pol4,pol5,act1,act2,act3,act4,act5,expected,reported,order,size,erspreadmax,erspreadmin,sizepol,sumnumconnections,avnumconn,lat,lon,region
2012-02-03 17:00:00,region-2,24387,12872,3317,559,89,39702,37,914,220,351,11000,10853,3,50000,0,147,41224,1805379,43.7943673588,44.0234965,-80.131465,L-2
2012-02-03 17:15:00,region-2,24307,12907,3354,570,90,39791,43,877,190,327,11000,10848,3,50000,0,152,41228,1813135,43.9782429417,44.0234965,-80.131465,L-2
2012-02-03 17:30:00,region-2,24209,12954,3382,585,94,39711,50,861,234,368,11000,10847,3,50000,0,153,41224,1811402,43.94047157,44.0234965,-80.131465,L-2
2012-02-03 17:45:00,region-2,24123,12984,3409,603,96,39710,44,867,239,355,11000,10843,3,50000,0,157,41215,1800284,43.6803105665,44.0234965,-80.131465,L-2
2012-02-03 18:00:00,region-2,24012,13028,3466,613,97,39622,32,979,220,363,11000,10847,3,50000,0,153,41216,1806210,43.8230298913,44.0234965,-80.131465,L-2
2012-02-03 18:15:00,region-2,23935,13072,3493,625,102,39674,44,875,231,403,11000,10847,3,50000,0,153,41227,1801371,43.6939626944,44.0234965,-80.131465,L-2
2012-02-03 18:30:00,region-2,23840,13103,3540,633,105,39708,40,879,253,341,11000,10838,3,50000,0,162,41221,1800556,43.6805511754,44.0234965,-80.131465,L-2
2012-02-03 18:45:00,region-2,23759,13137,3568,650,107,39772,44,854,218,333,11000,10836,3,50000,0,164,41221,1802223,43.7209917275,44.0234965,-80.131465,L-2
2012-02-03 19:00:00,region-2,23657,13170,3619,659,109,39676,32,898,227,381,11000,10838,3,50000,0,162,41214,1806992,43.8441306352,44.0234965,-80.131465,L-2
2012-02-03 19:15:00,region-2,23553,13228,3653,667,114,39709,37,875,234,360,11000,10839,3,50000,0,161,41215,1809626,43.9069756157,44.0234965,-80.131465,L-2
2012-02-03 19:30:00,region-2,23465,13281,3685,677,115,39713,52,882,234,342,11000,10842,3,50000,0,158,41223,1801536,43.7022050797,44.0234965,-80.131465,L-2
2012-02-03 19:45:00,region-2,23365,13312,3723,692,116,39664,43,898,220,383,11000,10836,3,50000,0,164,41208,1804201,43.7827848961,44.0234965,-80.131465,L-2
2012-02-03 20:00:00,region-2,23280,13340,3766,700,121,39730,44,861,222,350,11000,10836,3,50000,0,164,41207,1804598,43.79348169,44.0234965,-80.131465,L-2
2012-02-03 20:15:00,region-2,23182,13387,3806,715,127,39733,47,876,235,326,11000,10840,3,50000,0,160,41217,1797070,43.6002135041,44.0234965,-80.131465,L-2
2012-02-03 20:30:00,region-2,23101,13419,3837,730,131,39666,44,900,246,362,11000,10839,3,50000,0,161,41218,1804050,43.7684991994,44.0234965,-80.131465,L-2
2012-02-03 20:45:00,region-2,22990,13477,3874,749,131,39716,32,908,200,365,11000,10839,3,50000,0,161,41221,1803036,43.7407146843,44.0234965,-80.131465,L-2
2012-02-03 21:00:00,region-2,22891,13524,3916,766,134,39641,42,915,246,387,11000,10839,3,50000,0,161,41231,1803266,43.7356843152,44.0234965,-80.131465,L-2
2012-02-03 21:15:00,region-2,22795,13567,3948,778,135,39688,43,911,212,369,11000,10838,3,50000,0,162,41223,1796830,43.5880455086,44.0234965,-80.131465,L-2
2012-02-03 21:30:00,region-2,22723,13594,3983,784,139,39755,41,842,217,368,11000,10841,3,50000,0,159,41223,1806484,43.82223516,44.0234965,-80.131465,L-2
2012-02-03 21:45:00,region-2,22621,13647,4010,803,141,39737,42,886,220,337,11000,10839,3,50000,0,161,41222,1807468,43.8471689874,44.0234965,-80.131465,L-2
2012-02-03 22:00:00,region-2,22508,13705,4041,813,147,39648,41,913,229,383,11000,10839,3,50000,0,161,41214,1808970,43.8921240355,44.0234965,-80.131465,L-2
2012-02-03 22:15:00,region-2,22419,13738,4089,822,151,39675,44,895,238,367,11000,10851,3,50000,0,149,41219,1799219,43.6502341153,44.0234965,-80.131465,L-2
2012-02-03 22:30:00,region-2,22336,13767,4126,831,157,39709,43,870,236,359,11000,10846,3,50000,0,154,41217,1788943,43.4030375816,44.0234965,-80.131465,L-2
2012-02-03 22:45:00,region-2,22282,13776,4167,841,161,39640,31,935,230,391,11000,10847,3,50000,0,153,41227,1804387,43.7671186358,44.0234965,-80.131465,L-2
2012-02-03 23:00:00,region-2,22191,13836,4191,851,164,39699,48,894,248,344,11000,10847,3,50000,0,153,41233,1797991,43.6056314117,44.0234965,-80.131465,L-2
2012-02-03 23:15:00,region-2,22100,13860,4234,859,167,39697,39,895,239,350,11000,10842,3,50000,0,158,41220,1808300,43.8694808345,44.0234965,-80.131465,L-2
2012-02-03 23:30:00,region-2,22008,13895,4264,884,171,39726,39,860,216,381,11000,10846,3,50000,0,154,41222,1797610,43.6080248411,44.0234965,-80.131465,L-2
2012-02-03 23:45:00,region-2,21933,13924,4298,892,177,39705,27,947,210,335,11000,10853,3,50000,0,147,41224,1803068,43.7383077819,44.0234965,-80.131465,L-2
2012-02-04 00:00:00,region-2,21854,13958,4341,907,182,39826,33,838,218,327,11000,10857,3,50000,0,143,41242,1806904,43.8122302507,44.0234965,-80.131465,L-2
2012-02-04 00:15:00,region-2,21772,13993,4374,916,187,39785,41,861,208,347,11000,10859,3,50000,0,141,41242,1802875,43.7145385772,44.0234965,-80.131465,L-2
2012-02-04 00:30:00,region-2,21696,14003,4410,929,193,39734,41,906,214,336,11000,10849,3,50000,0,151,41231,1799900,43.6540467124,44.0234965,-80.131465,L-2
2012-02-04 00:45:00,region-2,21625,14002,4455,941,198,39709,42,895,215,360,11000,10844,3,50000,0,156,41221,1801055,43.6926566556,44.0234965,-80.131465,L-2
2012-02-04 01:00:00,region-2,21549,14044,4474,960,199,39715,42,871,223,375,11000,10849,3,50000,0,151,41226,1800291,43.6688254985,44.0234965,-80.131465,L-2
2012-02-04 01:15:00,region-2,21463,14072,4509,974,202,39730,36,888,237,329,11000,10846,3,50000,0,154,41220,1800399,43.6778020378,44.0234965,-80.131465,L-2
2012-02-04 01:30:00,region-2,21389,14086,4558,984,208,39734,29,910,208,344,11000,10848,3,50000,0,152,41225,1805062,43.7856155246,44.0234965,-80.131465,L-2
2012-02-04 01:45:00,region-2,21302,14130,4591,1004,214,39698,45,958,209,331,11000,10856,3,50000,0,144,41241,1805195,43.7718532528,44.0234965,-80.131465,L-2
2012-02-04 02:00:00,region-2,21216,14133,4639,1023,217,39801,41,864,204,318,11000,10852,3,50000,0,148,41228,1811182,43.9308722228,44.0234965,-80.131465,L-2
2012-02-04 02:15:00,region-2,21127,14146,4688,1039,221,39723,40,913,228,317,11000,10853,3,50000,0,147,41221,1808217,43.866403047,44.0234965,-80.131465,L-2
2012-02-04 02:30:00,region-2,21039,14160,4738,1054,227,39749,38,882,206,343,11000,10844,3,50000,0,156,41218,1804024,43.767868407,44.0234965,-80.131465,L-2
2012-02-04 02:45:00,region-2,20967,14181,4774,1068,231,39730,35,861,243,352,11000,10848,3,50000,0,152,41221,1807553,43.8502947527,44.0234965,-80.131465,L-2
2012-02-04 03:00:00,region-2,19530,13255,4480,1012,228,38172,36,155,47,95,11000,8129,3,50000,0,2871,38505,950742,24.6913907285,44.0234965,-80.131465,L-2
2012-02-04 03:15:00,region-2,19443,13297,4498,1025,235,38159,32,187,40,80,11000,8126,3,50000,0,2874,38498,954133,24.7839628033,44.0234965,-80.131465,L-2
2012-02-04 03:30:00,region-2,19371,13319,4535,1040,241,38166,38,163,38,101,11000,8128,3,50000,0,2872,38506,949033,24.6463668,44.0234965,-80.131465,L-2
2012-02-04 03:45:00,region-2,19282,13370,4553,1056,245,38154,26,179,51,96,11000,8129,3,50000,0,2871,38506,947844,24.6154884953,44.0234965,-80.131465,L-2
2012-02-04 04:00:00,region-2,18428,12836,4398,1019,238,36893,26,0,0,0,0,6539,3,50000,6539,0,36919,765399,20.7318453913,44.0234965,-80.131465,L-2
2012-02-04 04:15:00,region-2,18359,12864,4425,1032,240,36872,48,0,0,0,0,6539,3,50000,6539,0,36920,765316,20.729035753,44.0234965,-80.131465,L-2
2012-02-04 04:30:00,region-2,18277,12878,4448,1044,245,36856,36,0,0,0,0,6530,3,50000,6530,0,36892,768570,20.832971918,44.0234965,-80.131465,L-2
2012-02-04 04:45:00,region-2,18193,12912,4474,1065,247,36856,35,0,0,0,0,6528,3,50000,6528,0,36891,767934,20.8162966577,44.0234965,-80.131465,L-2
2012-02-04 05:00:00,region-2,18120,12942,4502,1078,252,36862,32,0,0,0,0,6525,3,50000,6525,0,36894,763229,20.6870764894,44.0234965,-80.131465,L-2
2012-02-04 05:15:00,region-2,18058,12950,4550,1081,256,36876,19,0,0,0,0,6523,3,50000,6523,0,36895,763708,20.699498577,44.0234965,-80.131465,L-2
2012-02-04 05:30:00,region-2,18004,12980,4588,1087,264,36892,31,0,0,0,0,6534,3,50000,6534,0,36923,763878,20.6884056008,44.0234965,-80.131465,L-2
2012-02-04 05:45:00,region-2,17948,12969,4634,1098,272,36888,33,0,0,0,0,6540,3,50000,6540,0,36921,764451,20.7050459088,44.0234965,-80.131465,L-2
2012-02-04 06:00:00,region-2,17867,12997,4666,1106,277,36884,29,0,0,0,0,6533,3,50000,6533,0,36913,765294,20.7323707095,44.0234965,-80.131465,L-2
2012-02-04 06:15:00,region-2,17796,13003,4704,1132,280,36885,30,0,0,0,0,6537,3,50000,6537,0,36915,762532,20.6564269267,44.0234965,-80.131465,L-2
2012-02-04 06:30:00,region-2,17719,13042,4725,1146,285,36887,30,0,0,0,0,6532,3,50000,6532,0,36917,766024,20.7498984208,44.0234965,-80.131465,L-2
2012-02-04 06:45:00,region-2,17618,13097,4755,1157,289,36883,33,0,0,0,0,6527,3,50000,6527,0,36916,763288,20.6763462997,44.0234965,-80.131465,L-2
2012-02-04 07:00:00,region-2,17558,13098,4792,1173,294,36889,26,0,0,0,0,6527,3,50000,6527,0,36915,766876,20.7741026683,44.0234965,-80.131465,L-2
2012-02-04 07:15:00,region-2,17497,13108,4834,1180,300,36885,34,0,0,0,0,6524,3,50000,6524,0,36919,763625,20.6837942523,44.0234965,-80.131465,L-2
2012-02-04 07:30:00,region-2,17437,13109,4871,1193,305,36890,25,0,0,0,0,6520,3,50000,6520,0,36915,765196,20.728592713,44.0234965,-80.131465,L-2
2012-02-04 07:45:00,region-2,17360,13145,4891,1204,314,36887,27,0,0,0,0,6523,3,50000,6523,0,36914,765874,20.7475212656,44.0234965,-80.131465,L-2
2012-02-04 08:00:00,region-2,17296,13155,4931,1221,319,36885,37,0,0,0,0,6528,3,50000,6528,0,36922,763401,20.6760468014,44.0234965,-80.131465,L-2
2012-02-02 08:15:00,region-3,35900,142,0,0,0,35998,44,0,0,0,0,6509,26,50000,6509,0,36042,742002,20.587148327,-8.61044955,-87.4715275,L-3
2012-02-02 08:30:00,region-3,35739,259,0,0,0,35975,23,0,0,0,0,6499,26,50000,6499,0,35998,741934,20.6104228013,-8.61044955,-87.4715275,L-3
2012-02-02 08:45:00,region-3,35592,399,0,0,0,35965,26,0,0,0,0,6491,26,50000,6491,0,35991,745464,20.7125114612,-8.61044955,-87.4715275,L-3
2012-02-02 09:00:00,region-3,35440,540,4,0,0,35952,32,0,0,0,0,6487,26,50000,6487,0,35984,741432,20.6044908848,-8.61044955,-87.4715275,L-3
2012-02-02 09:15:00,region-3,35297,671,8,0,0,35929,47,0,0,0,0,6492,26,50000,6492,0,35976,743588,20.6690015566,-8.61044955,-87.4715275,L-3
2012-02-02 09:30:00,region-3,35139,807,13,0,0,35925,34,0,0,0,0,6484,26,50000,6484,0,35959,745823,20.7409271671,-8.61044955,-87.4715275,L-3
2012-02-02 09:45:00,region-3,34981,950,17,0,0,35909,39,0,0,0,0,6484,26,50000,6484,0,35948,744650,20.7146433738,-8.61044955,-87.4715275,L-3
2012-02-02 10:00:00,region-3,34848,1072,20,0,0,35903,37,0,0,0,0,6473,26,50000,6473,0,35940,740683,20.6088759043,-8.61044955,-87.4715275,L-3
2012-02-02 10:15:00,region-3,34726,1203,20,1,0,35928,22,0,0,0,0,6473,26,50000,6473,0,35950,739914,20.5817524339,-8.61044955,-87.4715275,L-3
2012-02-02 10:30:00,region-3,34591,1352,22,1,0,35923,43,0,0,0,0,6476,26,50000,6476,0,35966,747503,20.7836011789,-8.61044955,-87.4715275,L-3
2012-02-02 10:45:00,region-3,34448,1479,31,1,0,35918,41,0,0,0,0,6472,26,50000,6472,0,35959,744810,20.7127561946,-8.61044955,-87.4715275,L-3
2012-02-02 11:00:00,region-3,34292,1621,33,1,0,35917,30,0,0,0,0,6475,26,50000,6475,0,35947,741952,20.6401646869,-8.61044955,-87.4715275,L-3
2012-02-02 11:15:00,region-3,34151,1762,40,1,0,35925,29,0,0,0,0,6479,26,50000,6479,0,35954,739366,20.564220949,-8.61044955,-87.4715275,L-3
2012-02-02 11:30:00,region-3,34035,1874,51,1,0,35933,28,0,0,0,0,6482,26,50000,6482,0,35961,738621,20.5395011262,-8.61044955,-87.4715275,L-3
2012-02-02 11:45:00,region-3,33914,1992,60,1,0,35942,25,0,0,0,0,6487,26,50000,6487,0,35967,744521,20.7001139934,-8.61044955,-87.4715275,L-3
2012-02-02 12:00:00,region-3,33763,2140,68,1,0,35936,36,0,0,0,0,6486,26,50000,6486,0,35972,741720,20.6193706216,-8.61044955,-87.4715275,L-3
2012-02-02 12:15:00,region-3,33624,2257,77,1,0,35923,36,0,0,0,0,6481,26,50000,6481,0,35959,742555,20.6500458856,-8.61044955,-87.4715275,L-3
2012-02-02 12:30:00,region-3,33492,2382,82,3,0,35929,30,0,0,0,0,6480,26,50000,6480,0,35959,739282,20.5590255569,-8.61044955,-87.4715275,L-3
2012-02-02 12:45:00,region-3,33378,2488,90,5,0,35932,29,0,0,0,0,6480,26,50000,6480,0,35961,742322,20.6424181752,-8.61044955,-87.4715275,L-3
2012-02-02 13:00:00,region-3,34137,2663,101,5,0,36690,32,97,26,61,11000,7418,26,50000,0,3582,36906,849280,23.0119763724,-8.61044955,-87.4715275,L-3
2012-02-02 13:15:00,region-3,34007,2783,113,6,0,36700,38,93,20,58,11000,7422,26,50000,0,3578,36909,850025,23.030290715,-8.61044955,-87.4715275,L-3
2012-02-02 13:30:00,region-3,33880,2896,120,6,0,36707,25,99,33,38,11000,7417,26,50000,0,3583,36902,849173,23.0115711886,-8.61044955,-87.4715275,L-3
2012-02-02 13:45:00,region-3,33758,3019,133,6,0,36703,41,87,27,58,11000,7423,26,50000,0,3577,36916,846885,22.9408657493,-8.61044955,-87.4715275,L-3
2012-02-02 14:00:00,region-3,36738,3425,160,6,0,38911,42,806,229,341,11000,10858,26,50000,0,142,40329,1755920,43.5398844504,-8.61044955,-87.4715275,L-3
2012-02-02 14:15:00,region-3,36571,3578,176,6,0,38872,37,850,210,362,11000,10867,26,50000,0,133,40331,1756554,43.5534452406,-8.61044955,-87.4715275,L-3
2012-02-02 14:30:00,region-3,36444,3697,190,6,0,38884,42,863,209,339,11000,10856,26,50000,0,144,40337,1759119,43.6105560652,-8.61044955,-87.4715275,L-3
2012-02-02 14:45:00,region-3,36319,3793,210,6,0,38812,43,888,223,362,11000,10848,26,50000,0,152,40328,1751982,43.4433148185,-8.61044955,-87.4715275,L-3
2012-02-02 15:00:00,region-3,36168,3933,222,7,0,38867,41,848,223,351,11000,10850,26,50000,0,150,40330,1756622,43.5562112571,-8.61044955,-87.4715275,L-3
2012-02-02 15:15:00,region-3,36030,4055,237,8,0,38875,31,843,238,343,11000,10852,26,50000,0,148,40330,1750476,43.4038184974,-8.61044955,-87.4715275,L-3
2012-02-02 15:30:00,region-3,35872,4216,251,8,0,38836,53,893,223,342,11000,10866,26,50000,0,134,40347,1768025,43.8204823159,-8.61044955,-87.4715275,L-3
2012-02-02 15:45:00,region-3,35718,4331,269,9,0,38787,40,917,224,359,11000,10853,26,50000,0,147,40327,1752133,43.4481364842,-8.61044955,-87.4715275,L-3
2012-02-02 16:00:00,region-3,35562,4471,289,10,0,38913,39,823,191,366,11000,10855,26,50000,0,145,40332,1749216,43.3704254686,-8.61044955,-87.4715275,L-3
2012-02-02 16:15:00,region-3,35423,4593,305,11,0,38894,43,846,213,336,11000,10845,26,50000,0,155,40332,1752932,43.4625607458,-8.61044955,-87.4715275,L-3
2012-02-02 16:30:00,region-3,35289,4707,320,14,0,38820,46,868,250,346,11000,10850,26,50000,0,150,40330,1758217,43.5957599802,-8.61044955,-87.4715275,L-3
2012-02-02 16:45:00,region-3,35135,4844,335,17,0,38836,46,878,219,352,11000,10852,26,50000,0,148,40331,1753834,43.4860033225,-8.61044955,-87.4715275,L-3
2012-02-02 17:00:00,region-3,34987,4944,375,16,1,38840,43,922,199,319,11000,10848,26,50000,0,152,40323,1756624,43.5638221362,-8.61044955,-87.4715275,L-3
2012-02-02 17:15:00,region-3,34810,5101,394,16,1,38818,63,836,228,377,11000,10845,26,50000,0,155,40322,1756170,43.5536431725,-8.61044955,-87.4715275,L-3
2012-02-02 17:30:00,region-3,34676,5191,411,19,1,38815,34,857,240,352,11000,10836,26,50000,0,164,40298,1752970,43.5001737059,-8.61044955,-87.4715275,L-3
2012-02-02 17:45:00,region-3,34574,5289,429,20,1,38800,44,894,233,342,11000,10847,26,50000,0,153,40313,1752170,43.4641430804,-8.61044955,-87.4715275,L-3
2012-02-02 18:00:00,region-3,34464,5381,450,22,1,38801,43,897,212,365,11000,10853,26,50000,0,147,40318,1757199,43.583486284,-8.61044955,-87.4715275,L-3
2012-02-02 18:15:00,region-3,34322,5504,473,23,2,38806,42,863,237,376,11000,10859,26,50000,0,141,40324,1756611,43.5624194028,-8.61044955,-87.4715275,L-3
2012-02-02 18:30:00,region-3,34206,5605,489,24,2,38820,41,898,203,364,11000,10859,26,50000,0,141,40326,1765240,43.7742399445,-8.61044955,-87.4715275,L-3
2012-02-02 18:45:00,region-3,34087,5708,498,29,2,38863,51,860,223,327,11000,10850,26,50000,0,150,40324,1764555,43.7594236683,-8.61044955,-87.4715275,L-3
2012-02-02 19:00:00,region-3,33943,5842,510,30,3,38837,40,874,221,356,11000,10850,26,50000,0,150,40328,1757802,43.5876314223,-8.61044955,-87.4715275,L-3
2012-02-02 19:15:00,region-3,33792,5955,543,31,3,38881,35,849,195,364,11000,10855,26,50000,0,145,40324,1753165,43.476961611,-8.61044955,-87.4715275,L-3
2012-02-02 19:30:00,region-3,33644,6080,564,33,3,38845,40,862,231,346,11000,10854,26,50000,0,146,40324,1761530,43.6844063089,-8.61044955,-87.4715275,L-3
2012-02-02 19:45:00,region-3,33517,6173,601,35,3,38884,42,850,203,350,11000,10857,26,50000,0,143,40329,1771545,43.9273227702,-8.61044955,-87.4715275,L-3
2012-02-02 20:00:00,region-3,33397,6275,620,38,3,38885,31,842,203,372,11000,10862,26,50000,0,138,40333,1747154,43.3182257705,-8.61044955,-87.4715275,L-3
2012-02-02 20:15:00,region-3,33284,6372,641,41,3,38888,43,848,242,320,11000,10860,26,50000,0,140,40341,1755689,43.5212067128,-8.61044955,-87.4715275,L-3
2012-02-02 20:30:00,region-3,33157,6473,659,45,3,38871,34,868,221,343,11000,10858,26,50000,0,142,40337,1747651,43.3262513325,-8.61044955,-87.4715275,L-3
2012-02-02 20:45:00,region-3,33030,6580,686,46,3,38903,35,873,199,335,11000,10865,26,50000,0,135,40345,1758864,43.595588053,-8.61044955,-87.4715275,L-3
2012-02-02 21:00:00,region-3,32896,6679,719,50,3,38900,31,836,239,341,11000,10859,26,50000,0,141,40347,1749345,43.3574986988,-8.61044955,-87.4715275,L-3
2012-02-02 21:15:00,region-3,32777,6781,735,53,3,38896,29,848,217,359,11000,10861,26,50000,0,139,40349,1768718,43.83548539,-8.61044955,-87.4715275,L-3
2012-02-02 21:30:00,region-3,32651,6874,762,62,3,38952,38,817,217,328,11000,10861,26,50000,0,139,40352,1757877,43.5635656225,-8.61044955,-87.4715275,L-3
2012-02-02 21:45:00,region-3,32516,6974,785,67,3,38820,42,906,223,354,11000,10856,26,50000,0,144,40345,1754831,43.4956252324,-8.61044955,-87.4715275,L-3
2012-02-02 22:00:00,region-3,32361,7088,804,71,3,38805,48,896,245,333,11000,10850,26,50000,0,150,40327,1759462,43.6298757656,-8.61044955,-87.4715275,L-3
2012-02-02 22:15:00,region-3,32214,7205,829,73,3,38865,32,851,237,339,11000,10857,26,50000,0,143,40324,1757977,43.5962950104,-8.61044955,-87.4715275,L-3
2012-02-02 22:30:00,region-3,32077,7319,852,77,3,38807,32,903,210,376,11000,10864,26,50000,0,136,40328,1763882,43.7383951597,-8.61044955,-87.4715275,L-3
2012-02-02 22:45:00,region-3,31970,7415,875,77,3,38856,42,891,198,353,11000,10865,26,50000,0,135,40340,1761257,43.6603123451,-8.61044955,-87.4715275,L-3
2012-02-02 23:00:00,region-3,31828,7530,901,79,4,38869,45,847,222,359,11000,10874,26,50000,0,126,40342,1753499,43.4658420505,-8.61044955,-87.4715275,L-3
2012-02-02 23:15:00,region-3,31695,7625,927,81,4,38884,44,864,207,333,11000,10862,26,50000,0,138,40332,1764688,43.7540414559,-8.61044955,-87.4715275,L-3
2012-02-02 23:30:00,region-3,31564,7724,949,84,4,38871,33,843,216,362,11000,10853,26,50000,0,147,40325,1759145,43.6241785493,-8.61044955,-87.4715275,L-3
2012-02-02 23:45:00,region-3,31451,7817,977,87,4,38853,38,883,209,353,11000,10856,26,50000,0,144,40336,1764483,43.7446201904,-8.61044955,-87.4715275,L-3
2012-02-03 00:00:00,region-3,30606,7718,977,91,5,38170,31,691,207,298,11000,9915,26,50000,0,1085,39397,1654619,41.9986039546,-8.61044955,-87.4715275,L-3
2012-02-03 00:15:00,region-3,30479,7821,1004,91,5,38127,39,728,189,317,11000,9917,26,50000,0,1083,39400,1650446,41.8894923858,-8.61044955,-87.4715275,L-3
2012-02-03 00:30:00,region-3,30354,7918,1028,97,5,38016,44,821,187,334,11000,9912,26,50000,0,1088,39402,1654761,41.996878331,-8.61044955,-87.4715275,L-3
2012-02-03 00:45:00,region-3,30219,8007,1052,104,5,38047,42,800,187,311,11000,9910,26,50000,0,1090,39387,1655584,42.0337674867,-8.61044955,-87.4715275,L-3
2012-02-03 01:00:00,region-3,27439,7403,997,103,5,35916,31,0,0,0,0,6478,26,50000,6478,0,35947,748921,20.8340334381,-8.61044955,-87.4715275,L-3
2012-02-03 01:15:00,region-3,27339,7483,1023,106,6,35926,31,0,0,0,0,6483,26,50000,6483,0,35957,742150,20.6399310287,-8.61044955,-87.4715275,L-3
2012-02-03 01:30:00,region-3,27258,7526,1053,116,6,35924,35,0,0,0,0,6485,26,50000,6485,0,35959,742708,20.6543007314,-8.61044955,-87.4715275,L-3
2012-02-03 01:45:00,region-3,27147,7601,1080,121,6,35917,38,0,0,0,0,6486,26,50000,6486,0,35955,741997,20.6368238075,-8.61044955,-87.4715275,L-3
2012-02-03 02:00:00,region-3,27020,7701,1095,127,7,35920,30,0,0,0,0,6490,26,50000,6490,0,35950,748098,20.8094019471,-8.61044955,-87.4715275,L-3
2012-02-03 02:15:00,region-3,26907,7799,1108,131,7,35915,37,0,0,0,0,6490,26,50000,6490,0,35952,743585,20.6827158433,-8.61044955,-87.4715275,L-3
2012-02-03 02:30:00,region-3,26808,7867,1127,139,8,35914,35,0,0,0,0,6485,26,50000,6485,0,35949,742822,20.6632173357,-8.61044955,-87.4715275,L-3
2012-02-03 02:45:00,region-3,26710,7928,1156,145,10,35929,20,0,0,0,0,6483,26,50000,6483,0,35949,740914,20.6101421458,-8.61044955,-87.4715275,L-3
2012-02-03 03:00:00,region-3,26628,7989,1185,151,10,35930,33,0,0,0,0,6487,26,50000,6487,0,35963,738261,20.5283485805,-8.61044955,-87.4715275,L-3
2012-02-03 03:15:00,region-3,26529,8055,1218,156,10,35942,26,0,0,0,0,6490,26,50000,6490,0,35968,743398,20.6683162811,-8.61044955,-87.4715275,L-3
2012-02-03 03:30:00,region-3,26406,8149,1247,161,10,35946,27,0,0,0,0,6485,26,50000,6485,0,35973,744546,20.6973563506,-8.61044955,-87.4715275,L-3
2012-02-03 03:45:00,region-3,26309,8210,1281,166,10,35946,30,0,0,0,0,6491,26,50000,6491,0,35976,746990,20.7635645986,-8.61044955,-87.4715275,L-3
2012-02-03 04:00:00,region-3,26198,8288,1302,176,11,35940,35,0,0,0,0,6489,26,50000,6489,0,35975,743156,20.6575677554,-8.61044955,-87.4715275,L-3
2012-02-03 04:15:00,region-3,26062,8377,1332,177,13,35934,27,0,0,0,0,6492,26,50000,6492,0,35961,744673,20.7077945552,-8.61044955,-87.4715275,L-3
2012-02-03 04:30:00,region-3,25964,8442,1371,180,13,35935,35,0,0,0,0,6491,26,50000,6491,0,35970,743326,20.6651654156,-8.61044955,-87.4715275,L-3
2012-02-03 04:45:00,region-3,25867,8502,1397,186,13,35926,39,0,0,0,0,6482,26,50000,6482,0,35965,743650,20.6770471292,-8.61044955,-87.4715275,L-3
2012-02-03 05:00:00,region-3,25761,8566,1429,189,13,35928,30,0,0,0,0,6474,26,50000,6474,0,35958,746989,20.7739306969,-8.61044955,-87.4715275,L-3
2012-02-03 05:15:00,region-3,25663,8628,1461,196,13,35925,36,0,0,0,0,6479,26,50000,6479,0,35961,743795,20.6833792164,-8.61044955,-87.4715275,L-3
2012-02-03 05:30:00,region-3,25551,8696,1492,199,15,35918,35,0,0,0,0,6483,26,50000,6483,0,35953,745678,20.7403554641,-8.61044955,-87.4715275,L-3
2012-02-03 05:45:00,region-3,25458,8745,1535,200,16,35918,36,0,0,0,0,6483,26,50000,6483,0,35954,742921,20.663097291,-8.61044955,-87.4715275,L-3
2012-02-03 06:00:00,region-3,25349,8830,1554,209,16,35921,37,0,0,0,0,6488,26,50000,6488,0,35958,737662,20.5145447466,-8.61044955,-87.4715275,L-3
2012-02-03 06:15:00,region-3,25238,8898,1590,214,16,35912,44,0,0,0,0,6488,26,50000,6488,0,35956,746220,20.7536989654,-8.61044955,-87.4715275,L-3
2012-02-03 06:30:00,region-3,25126,8969,1605,222,16,35922,16,0,0,0,0,6481,26,50000,6481,0,35938,743855,20.6982859369,-8.61044955,-87.4715275,L-3
2012-02-03 06:45:00,region-3,25031,9049,1636,228,16,35921,39,0,0,0,0,6486,26,50000,6486,0,35960,740922,20.6040600667,-8.61044955,-87.4715275,L-3
2012-02-03 07:00:00,region-3,24943,9102,1660,230,18,35922,31,0,0,0,0,6485,26,50000,6485,0,35953,741926,20.6359969961,-8.61044955,-87.4715275,L-3
2012-02-03 07:15:00,region-3,24848,9168,1695,232,19,35925,37,0,0,0,0,6493,26,50000,6493,0,35962,745622,20.733607697,-8.61044955,-87.4715275,L-3
2012-02-03 07:30:00,region-3,24730,9239,1726,238,21,35921,33,0,0,0,0,6494,26,50000,6494,0,35954,741124,20.6131167603,-8.61044955,-87.4715275,L-3
2012-02-03 07:45:00,region-3,24638,9305,1750,244,23,35927,33,0,0,0,0,6489,26,50000,6489,0,35960,742003,20.6341212458,-8.61044955,-87.4715275,L-3
2012-02-03 08:00:00,region-3,24542,9363,1774,250,25,35922,32,0,0,0,0,6482,26,50000,6482,0,35954,745245,20.7277354397,-8.61044955,-87.4715275,L-3
2012-02-03 08:15:00,region-3,24436,9434,1807,251,26,35921,33,0,0,0,0,6480,26,50000,6480,0,35954,742240,20.6441564221,-8.61044955,-87.4715275,L-3
2012-02-03 08:30:00,region-3,24359,9479,1839,254,29,35917,43,0,0,0,0,6478,26,50000,6478,0,35960,743671,20.6805061179,-8.61044955,-87.4715275,L-3
2012-02-03 08:45:00,region-3,24247,9533,1886,257,30,35911,42,0,0,0,0,6479,26,50000,6479,0,35953,742514,20.6523516814,-8.61044955,-87.4715275,L-3
